series_number,part_number,item_number,level,title,call_number,object_number,priref,date_string,date_start,date_end,quantity,url,parent_url,number_images,images,description,subjects,topics,people,places
03,09,0701,ITEM,"Item 0701: Tribune negatives including Unemployed Workers Union shop and Left Book Shelf, Tasmania, 1983",ON 160/Item 0701,1050953,110370157,1983,1983-01-01 00:00:00,1983-12-31 00:00:00,22 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370157,http://archival.sl.nsw.gov.au/Details/archive/110369624,22,FL4433550|FL4433552|FL4433554|FL4433555|FL4433556|FL4433557|FL4433558|FL4433559|FL4433561|FL4433563|FL4433565|FL4433567|FL4433569|FL4433570|FL4433571|FL4433572|FL4433575|FL4433576|FL4433577|FL4433580|FL4433581|FL4433582,"Includes:|GMH pickets|Unemployed Workers Union shop, Tasmania, 1983|Left Book Shelf, Tasmania",,unemployed people|shops|bookshops,,
03,09,0702,ITEM,"Item 0702: Tribune negatives including General Motors Holden workers meeting and Builder Labourers Federation asbestos protest, June 1983",ON 160/Item 0702,1050981,110370173,June 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,20 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370173,http://archival.sl.nsw.gov.au/Details/archive/110369624,20,FL4434087|FL4434090|FL4434094|FL4434095|FL4434097|FL4434098|FL4434099|FL4434102|FL4434104|FL4434105|FL4434106|FL4434108|FL4434112|FL4434114|FL4434117|FL4434118|FL4434119|FL4434122|FL4434124|FL4434125,"Includes:|General Motors Holden, Adelaide, June 1983|Builder Labourers Federation, asbestos, Adelaide, June 1983|Original negative sleeve titled GMH & BLF asbestos, Adelaide, June 1983",,workers|meetings|building labourers,,
03,09,0703,ITEM,"Item 0703: Tribune negatives including Aboriginal land rights march, [ca. 1983]",ON 160/Item 0703,1051010,110370176,1983,1983-01-01 00:00:00,1983-12-31 00:00:00,16 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370176,http://archival.sl.nsw.gov.au/Details/archive/110369624,16,FL4433393|FL4433395|FL4433397|FL4433399|FL4433400|FL4433402|FL4433403|FL4433405|FL4433406|FL4433407|FL4433409|FL4433410|FL4433414|FL4433416|FL4433417|FL4433419,Includes:|Aboriginal land rights march|Original negative sleeve titled Tribune negs,,land rights|Aboriginal peoples (Australians)|demonstrations,,
03,09,0704,ITEM,"Item 0704: Tribune negatives including participants in political economy course and Tasmania Wilderness Society Shop, June-July 1983",ON 160/Item 0704,1051011,110370177,June-July 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,24 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370177,http://archival.sl.nsw.gov.au/Details/archive/110369624,24,FL4437645|FL4437648|FL4437649|FL4437651|FL4437652|FL4437654|FL4437655|FL4437656|FL4437657|FL4437658|FL4437659|FL4437661|FL4437664|FL4437665|FL4437666|FL4437667|FL4437668|FL4437669|FL4437671|FL4437673|FL4437674|FL4437675|FL4437677|FL4437678,"Includes:|Tasmania Wilderness Society Shop, We won, 1983|Political economy course, caravan, July 1983|Mavis Nhlapo, June 1983",,shops|conventions,,
03,09,0705,ITEM,"Item 0705: Tribune negatives including portraits of men, July 1983",ON 160/Item 0705,1051012,110370178,July 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,10 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370178,http://archival.sl.nsw.gov.au/Details/archive/110369624,10,FL4438290|FL4438291|FL4438292|FL4438293|FL4438294|FL4438295|FL4438296|FL4438297|FL4438298|FL4438300,"Includes:|Tribune T-shirt, July 1983|Portraits|Geoff Evans, July 1983",,portraits|men,,
03,09,0706,ITEM,"Item 0706: Tribune negatives including Aboriginal land rights march, [ca. 1983]",ON 160/Item 0706,1051014,110370179,1983,1983-01-01 00:00:00,1983-12-31 00:00:00,45 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370179,http://archival.sl.nsw.gov.au/Details/archive/110369624,45,FL4434932|FL4434933|FL4434934|FL4434935|FL4434936|FL4434937|FL4434938|FL4434939|FL4434940|FL4434941|FL4434942|FL4434943|FL4434944|FL4434945|FL4434946|FL4434947|FL4434948|FL4434949|FL4434953|FL4434954|FL4434955|FL4434956|FL4434958|FL4434960|FL4434963|FL4434964|FL4434966|FL4434968|FL4434970|FL4434972|FL4434975|FL4434977|FL4434981|FL4434984|FL4434986|FL4434988|FL4434989|FL4434991|FL4434995|FL4434996|FL4434997|FL4434998|FL4435000|FL4435003|FL4435004,Includes:|[Aboriginal land rights march],,Aboriginal peoples (Australians)|land rights|demonstrations,,
03,09,0707,ITEM,"Item 0707: Tribune negatives including National Aborigines Day march, Sydney, New South Wales, 1983",ON 160/Item 0707,1051015,110370180,1983,1983-01-01 00:00:00,1983-12-31 00:00:00,34 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370180,http://archival.sl.nsw.gov.au/Details/archive/110369624,34,FL4437163|FL4437164|FL4437165|FL4437166|FL4437167|FL4437168|FL4437169|FL4437170|FL4437171|FL4437172|FL4437173|FL4437174|FL4437175|FL4437176|FL4437185|FL4437188|FL4437193|FL4437194|FL4437196|FL4437199|FL4437200|FL4437201|FL4437202|FL4437205|FL4437206|FL4437212|FL4437217|FL4437219|FL4437222|FL4437224|FL4437227|FL4437228|FL4437230|FL4437232,"Includes:|Criterion Hotel, George Watt, 1983|Aboriginal kids, Murawina pre-school, 1983|National Aborigines Day march, Sydney, 1983",,Aboriginal peoples (Australians)|demonstrations,,
03,09,0708,ITEM,"Item 0708: Tribune negatives including Roque Rodrigues and Abilio Arauko, July 1983",ON 160/Item 0708,1051022,110370187,July 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,7 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370187,http://archival.sl.nsw.gov.au/Details/archive/110369624,7,FL4434667|FL4434668|FL4434669|FL4434670|FL4434671|FL4434672|FL4434673,"Includes:|Roque Rodrigues, Fretilin representative, July 1983|Abilio Arauko, Fretilin representative, July 1983",,men,,
03,09,0709,ITEM,"Item 0709: Tribune negatives including Bastille Day and Captive Nations protests, July 1983",ON 160/Item 0709,1051023,110370188,July 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,27 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370188,http://archival.sl.nsw.gov.au/Details/archive/110369624,27,FL4438254|FL4438256|FL4438258|FL4438259|FL4438260|FL4438261|FL4438262|FL4438263|FL4438264|FL4438265|FL4438266|FL4438267|FL4438268|FL4438269|FL4438270|FL4438271|FL4438272|FL4438273|FL4438274|FL4438275|FL4438276|FL4438277|FL4438278|FL4438279|FL4438280|FL4438281|FL4438282,"Includes:|Jeanette McHugh, Bastille Day demonstration, July 1983|Captive Nations demonstration, Sydney, July 1983",,demonstrations|demonstrators (political),,
03,09,0710,ITEM,"Item 0710: Tribune negatives including hiroshima protests, Wollongong, New South Wales, 1983",ON 160/Item 0710,1051030,110370189,1983,1983-01-01 00:00:00,1983-12-31 00:00:00,41 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370189,http://archival.sl.nsw.gov.au/Details/archive/110369624,41,FL4433631|FL4433632|FL4433633|FL4433634|FL4433635|FL4433636|FL4433637|FL4433638|FL4433639|FL4433640|FL4433641|FL4433642|FL4433643|FL4433644|FL4433645|FL4433646|FL4433647|FL4433648|FL4433652|FL4433655|FL4433657|FL4433659|FL4433661|FL4433665|FL4433666|FL4433668|FL4433669|FL4433670|FL4433674|FL4433675|FL4433677|FL4433679|FL4433683|FL4433685|FL4433687|FL4433689|FL4433693|FL4433696|FL4433700|FL4433702|FL4433704,"Includes:|Hiroshima demonstration, Wollongong, 1983",,demonstrations|meetings,,
