call_number,item_number,level,title,object_number,priref,date_string,date_start,date_end,quantity,url,parent_url,number_images,images,subjects,people
ON 160/Item 1071,1071,ITEM,"Item 1071: Tribune negatives including Kanak people and military, [January 1989]",1055479,110370802,January 1989,1989-01-01 00:00:00,1989-12-31 00:00:00,30 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370802,http://archival.sl.nsw.gov.au/Details/archive/110369631,0,,Kanaks (New Caledonian people)|drill (military),
ON 160/Item 1072,1072,ITEM,"Item 1072: Tribune negatives including public housing, New South Wales, February 1989 / photographed by Carlotta McIntosh",1055480,110370803,February 1989,1989-01-01 00:00:00,1989-12-31 00:00:00,39 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370803,http://archival.sl.nsw.gov.au/Details/archive/110369631,0,,public housing|housing developments,"McIntosh, Carlotta"
ON 160/Item 1073,1073,ITEM,"Item 1073: Tribune negatives including Nuclear Free and Independent Pacific meeting, banners and Latin American Women's Exhibition, March 1989",1055481,110370804,March 1989,1989-01-01 00:00:00,1989-12-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370804,http://archival.sl.nsw.gov.au/Details/archive/110369631,0,,meetings|banners|art exhibitions|Antinuclear movement--Australia.,
ON 160/Item 1074,1074,ITEM,"Item 1074: Tribune negatives including News Unlimited Conference and Nuclear Free and Independent Pacific protests, January 1989 / photographed by Carlotta McIntosh",1055482,110370805,January 1989,1989-01-01 00:00:00,1989-12-31 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370805,http://archival.sl.nsw.gov.au/Details/archive/110369631,0,,conventions|demonstrations|Antinuclear movement--Australia.,"McIntosh, Carlotta"
ON 160/Item 1075,1075,ITEM,"Item 1075: Tribune negatives including woman painting and graffiti, [ca. 1989] / photographed by Carlotta McIntosh [?]",1055483,110370806,ca. 1989,1989-01-01 00:00:00,1989-12-31 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370806,http://archival.sl.nsw.gov.au/Details/archive/110369631,0,,women|painting|graffiti,"McIntosh, Carlotta"
ON 160/Item 1076,1076,ITEM,"Item 1076: Tribune negatives including fish market, boats, bookshop and Tribune newspaper, [ca. 1988-1989]",1055488,110370809,ca. 1988-1989,1988-01-01 00:00:00,1989-12-31 00:00:00,25 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370809,http://archival.sl.nsw.gov.au/Details/archive/110369631,0,,fish markets|boats|bookshops|newspapers,
ON 160/Item 1077,1077,ITEM,"Item 1077: Tribune negatives including Invasion Day, Tenants Advisory Service and housing protests, January 1989",1055489,110370810,January 1989,1989-01-01 00:00:00,1989-12-31 00:00:00,38 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370810,http://archival.sl.nsw.gov.au/Details/archive/110369631,0,,demonstrations|tenancy|Aboriginal peoples (Australians)|Aboriginal Australians--Land tenure.,
ON 160/Item 1078,1078,ITEM,"Item 1078: Tribune negatives including Student Day of Action protests, Grace Bros department store and Regent Street (Mortuary) Railway Station, Sydney, New South Wales, 1988-1989",1055490,110370811,1988-1989,1988-01-01 00:00:00,1989-12-31 00:00:00,52 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370811,http://archival.sl.nsw.gov.au/Details/archive/110369631,0,,railway stations|mortuaries|demonstrations|students|department stores,
ON 160/Item 1079,1079,ITEM,"Item 1079: Tribune negatives including uranium and anti-logging protests, Sydney, New South Wales, April 1989",1055491,110370812,April 1989,1989-01-01 00:00:00,1989-12-31 00:00:00,27 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370812,http://archival.sl.nsw.gov.au/Details/archive/110369631,0,,demonstrations|logging|Antinuclear movement--Australia.,
ON 160/Item 1080,1080,ITEM,"Item 1080: Tribune negatives including Cath Brockenborough, John Brink and housing in The Rocks, Sydney, New South Wales, April 1989",1055492,110370813,April 1989,1989-01-01 00:00:00,1989-12-31 00:00:00,40 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370813,http://archival.sl.nsw.gov.au/Details/archive/110369631,0,,houses|carpenters|activists,
ON 160/Item 1081,1081,ITEM,"Item 1081: Tribune negatives including protest against Tienanmen Square massacre outside Chinese embassy and McDonald's workers, Sydney, New South Wales, June 1989 / photographed by Carlotta McIntosh",1055495,110370814,June 1989,1989-01-01 00:00:00,1989-12-31 00:00:00,30 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370814,http://archival.sl.nsw.gov.au/Details/archive/110369631,0,,Chinese peoples|demonstrations|food production workers,"McIntosh, Carlotta"
ON 160/Item 1082,1082,ITEM,"Item 1082: Tribune negatives including Day of Outrage protests, Sydney, New South Wales and bookshop, July 1989",1055499,110370815,July 1989,1989-01-01 00:00:00,1989-12-31 00:00:00,33 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370815,http://archival.sl.nsw.gov.au/Details/archive/110369631,0,,bookshops|demonstrators (political)|Demonstrations--New South Wales--Sydney.,
ON 160/Item 1083,1083,ITEM,"Item 1083: Tribune negatives including New Left Party launch and Nabil Shaath, July-September 1989 / photographed by Peter Murphy",1055500,110370816,July-September 1989,1989-01-01 00:00:00,1989-12-31 00:00:00,31 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370816,http://archival.sl.nsw.gov.au/Details/archive/110369631,0,,Palestinians|political parties|launches|Political parties--Australia.,"Murphy, Peter"
ON 160/Item 1084,1084,ITEM,"Item 1084: Tribune negatives including Sydney Peace Squadron against nuclear weapons in Sydney Harbour and Kanak solidarity protests, New South Wales, August 1989",1055501,110370817,August 1989,1989-01-01 00:00:00,1989-12-31 00:00:00,43 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370817,http://archival.sl.nsw.gov.au/Details/archive/110369631,0,,demonstrations|peace movement|Antinuclear movement--Australia.,
ON 160/Item 1085,1085,ITEM,"Item 1085: Tribune negatives including Sydney Cricket Ground Museum, Hordern Pavilion and Sydney Showground Moore Park stables, Sydney, New South Wales, September 1989 / photographed by Carlotta McIntosh",1055503,110370818,September 1989,1989-01-01 00:00:00,1989-12-31 00:00:00,27 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370818,http://archival.sl.nsw.gov.au/Details/archive/110369631,0,,"Hordern Pavilion (Sydney Showground, N.S.W.)|Sydney Showground (N.S.W.)|Sydney Cricket Ground (Sydney, N.S.W.)|stables|historic buildings|museums|horses","McIntosh, Carlotta"
ON 160/Item 1085a,1085,ITEM,"Item 1085a: Tribune negatives including tram blockade, Juan Instraza and Linda Burke, September-December 1989",1055504,110370819,September-December 1989,1989-01-01 00:00:00,1989-12-31 00:00:00,26 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370819,http://archival.sl.nsw.gov.au/Details/archive/110369631,0,,trade unionists|trams|demonstrations|women,
ON 160/Item 1086,1086,ITEM,"Item 1086: Tribune negatives including African National Congress Conference speakers, September 1989 / photographed by Peter Murphy",1055506,110370820,September 1989,1989-01-01 00:00:00,1989-12-31 00:00:00,39 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370820,http://archival.sl.nsw.gov.au/Details/archive/110369631,0,,conventions|public speaking,"Murphy, Peter"
ON 160/Item 1086a,1086,ITEM,"Item 1086a: Tribune negatives including protests against war in El Salvador, November 1989 / photographed by Jim Endersby",1055508,110370821,November 1989,1989-01-01 00:00:00,1989-12-31 00:00:00,38 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370821,http://archival.sl.nsw.gov.au/Details/archive/110369631,0,,demonstrations|demonstrators (political)|Anti-war demonstrations--New South Wales--Sydney.,Jim Endersby
ON 160/Item 1087,1087,ITEM,"Item 1087: Tribune negatives including Paul Erlich, Kim Beazley and deaths in custody protests, Sydney, New South Wales, [September-October 1989]",1055509,110370822,September-October 1989,1989-01-01 00:00:00,1989-12-31 00:00:00,32 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370822,http://archival.sl.nsw.gov.au/Details/archive/110369631,0,,Aboriginal peoples (Australians)|politicians|demonstrations|Aboriginal Australians--Mortality.,"Beazley, Kim C. (Kim Christian), 1948-"
ON 160/Item 1087a,1087,ITEM,"Item 1087a: Tribune negatives including Nurrangar black deaths in custody protests, Richmond and gay liberation protests, Sydney, New South Wales, September-October 1989 / photographed by Peter Murphy and Carlotta McIntosh",1055510,110370823,September-October 1989,1989-01-01 00:00:00,1989-12-31 00:00:00,34 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370823,http://archival.sl.nsw.gov.au/Details/archive/110369631,0,,demonstrations|demonstrators (political)|Gay liberation movement--Australia.|Aboriginal Australians--Mortality.,"McIntosh, Carlotta|Murphy, Peter"
ON 160/Item 1088,1088,ITEM,"Item 1088: Tribune negatives including Australian Council of Trade Unions conference and equal pay protests, October 1989",1055512,110370825,October 1989,1989-01-01 00:00:00,1989-12-31 00:00:00,31 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370825,http://archival.sl.nsw.gov.au/Details/archive/110369631,0,,conventions|public speaking|demonstrations|discrimination in employment,
ON 160/Item 1088a,1088,ITEM,"Item 1088a: Tribune negatives including US nuclear bases out of Philippines and abortion protests, November 1989 / photographed by Peter Murphy and Jim Endersby",1055514,110370826,November 1989,1989-01-01 00:00:00,1989-12-31 00:00:00,33 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370826,http://archival.sl.nsw.gov.au/Details/archive/110369631,0,,demonstrations|abortion|women|Antinuclear movement--Australia.,"Murphy, Peter|Jim Endersby"
ON 160/Item 1089a,1089,ITEM,"Item 1089a: Tribune negatives including Tribune fair and bishop Antonio Nepomuceno, October-November 1989",1055516,110370827,October-November 1989,1989-01-01 00:00:00,1989-12-31 00:00:00,25 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370827,http://archival.sl.nsw.gov.au/Details/archive/110369631,0,,fetes|bishops,
ON 160/Item 1089,1089,ITEM,"Item 1089: Tribune negatives including Rigoberta Menchu, October 1989 / photographed by Susan Cornish",1058365,110370871,October 1989,1989-01-01 00:00:00,1989-12-31 00:00:00,27 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370871,http://archival.sl.nsw.gov.au/Details/archive/110369631,0,,activists|women,
ON 160/Item 1090,1090,ITEM,"Item 1090: Tribune negatives including gay solidarity protests, October 1989 / photographed by Jim Endersby",1055517,110370828,October 1989,1989-01-01 00:00:00,1989-12-31 00:00:00,24 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370828,http://archival.sl.nsw.gov.au/Details/archive/110369631,0,,gays|lesbians|demonstrations|Gay liberation movement--Australia.,Jim Endersby
ON 160/Item 1090a,1090,ITEM,"Item 1090a: Tribune negatives including ex-journalist with radio, batteries and speakers at Youth Accommodation Association, September-November 1989 / photographed by Carlotta McIntosh",1055518,110370829,September-November 1989,1989-01-01 00:00:00,1989-12-31 00:00:00,25 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370829,http://archival.sl.nsw.gov.au/Details/archive/110369631,0,,public speaking|radios|batteries (electric)|men,"McIntosh, Carlotta"
ON 160/Item 1091,1091,ITEM,"Item 1091: Tribune negatives including gay, lesbian march against Fred Nile, Oxford Street, Sydney, New South Wales, October 1989 / photographed by Carlotta McIntosh",1055520,110370830,October 1989,1989-01-01 00:00:00,1989-12-31 00:00:00,26 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370830,http://archival.sl.nsw.gov.au/Details/archive/110369631,0,,demonstrations|gays|lesbians|Gay rights--New South Wales.,"McIntosh, Carlotta"
ON 160/Item 1091a,1091,ITEM,"Item 1091a: Tribune negatives including protests against war in El Salvador, November 1989",1055521,110370831,November 1989,1989-01-01 00:00:00,1989-12-31 00:00:00,26 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370831,http://archival.sl.nsw.gov.au/Details/archive/110369631,0,,demonstrations|demonstrators (political)|Anti-war demonstrations--Australia.,
ON 160/Item 1092,1092,ITEM,"Item 1092: Tribune negatives including Maria Gonzalez Suarez, Moses Moyekisn, Duane Nehow, Diego Olivares, Katherine Foche and Ema Druavesi, 1989-1990 / photographed by Carlotta McIntosh and Peter Murphy",1055522,110370832,1989-1990,1989-01-01 00:00:00,1990-12-31 00:00:00,28 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370832,http://archival.sl.nsw.gov.au/Details/archive/110369631,0,,portraits,"McIntosh, Carlotta|Murphy, Peter"
ON 160/Item 1092a,1092,ITEM,"Item 1092a: Tribune negatives including National Milk Bottle Day, Sydney, New South Wales, November 1989 / photographed by Carlotta McIntosh",1057146,110370836,November 1989,1989-01-01 00:00:00,1989-12-31 00:00:00,23 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370836,http://archival.sl.nsw.gov.au/Details/archive/110369631,0,,"Circular Quay (Sydney, N.S.W.)|horsedrawn carriages|musicians","McIntosh, Carlotta"
ON 160/Item 1093,1093,ITEM,"Item 1093: Tribune negatives including Malaysian solidarity protests and Women's Control Not State Control banner, October 1989 / photographed by Carlotta McIntosh, Peter Murphy",1057215,110370840,October 1989,1989-01-01 00:00:00,1989-12-31 00:00:00,21 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370840,http://archival.sl.nsw.gov.au/Details/archive/110369631,0,,banners|abortion|demonstrations|Malaysian people,"Murphy, Peter|McIntosh, Carlotta"
ON 160/Item 1094,1094,ITEM,"Item 1094: Tribune negatives including Mixed Relations Aboriginal music band and Cathy Eatock, October-November 1989 / photographed by Carlotta McIntosh",1057315,110370841,October-November 1989,1989-01-01 00:00:00,1989-12-31 00:00:00,25 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370841,http://archival.sl.nsw.gov.au/Details/archive/110369631,0,,Aboriginal peoples (Australians)|Aboriginal women|groups (people)|Aboriginal Australians,"McIntosh, Carlotta"
ON 160/Item 1095,1095,ITEM,"Item 1095: Tribune negatives including Jeannie Lewis, Aboriginal Australians at Building Bridges concert, and Liberal politicians Charles Copeman, Phillip and McLauglan, January-February 1990 / photographed by Peter Murphy",1057316,110370842,January-February 1990,1990-01-01 00:00:00,1990-12-31 00:00:00,24 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370842,http://archival.sl.nsw.gov.au/Details/archive/110369631,0,,concerts|bands|politicians|Aboriginal peoples (Australians),"Murphy, Peter"
ON 160/Item 1096,1096,ITEM,"Item 1096: Tribune negatives including Timorese protests and arrests, Indonesian Consulate, Sydney, New South Wales, January 1990 / photographed by Peter Murphy",1057367,110370843,January 1990,1990-01-01 00:00:00,1990-12-31 00:00:00,25 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370843,http://archival.sl.nsw.gov.au/Details/archive/110369631,0,,Timor (Indonesian people)|demonstrations|arrests,"Murphy, Peter"
ON 160/Item 1097,1097,ITEM,"Item 1097: Tribune negatives including prison release of Nelson Mandela and African National Congress demonstrations, Sydney, New South Wales, February 1990 / photographed by Jim Endersby",1057404,110370844,February 1990,1990-01-01 00:00:00,1990-12-31 00:00:00,22 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370844,http://archival.sl.nsw.gov.au/Details/archive/110369631,0,,demonstrations|South Africans,Jim Endersby
ON 160/Item 1098,1098,ITEM,"Item 1098: Tribune negatives including NLP Overseas Debt Conference and Dr. Graeme Cheeseman at Australian Anti-bases Conference, February 1990 / photographed by Cat Steel and Peter Murphy",1057405,110370845,February 1990,1990-01-01 00:00:00,1990-12-31 00:00:00,17 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370845,http://archival.sl.nsw.gov.au/Details/archive/110369631,0,,conventions|public speaking,"Murphy, Peter"
ON 160/Item 1099,1099,ITEM,"Item 1099: Tribune negatives including Clean Up Australia Day, Sydney Harbour, New South Wales, January 1990 / photographed by Ann Turnbull",1057441,110370848,January 1990,1990-01-01 00:00:00,1990-12-31 00:00:00,20 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370848,http://archival.sl.nsw.gov.au/Details/archive/110369631,0,,bush|cleaning|garbage|volunteers,
ON 160/Item 1100,1100,ITEM,"Item 1100: Tribune negatives including education mobilisation and abortion protests, Sydney, New South Wales, 1988-1989",1057778,110370854,1988-1989,1988-01-01 00:00:00,1989-12-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370854,http://archival.sl.nsw.gov.au/Details/archive/110369631,0,,education|demonstrations|abortion,
