call_number,item_number,level,title,object_number,priref,date_string,date_start,date_end,quantity,url,parent_url,number_images,images,subjects,people
ON 160/Item 0869,0869,ITEM,"Item 0869: Tribune negatives including Koori march, Melbourne, Victoria and El Salvador talk, September 1985",1055054,110370484,September 1985,1985-01-01 00:00:00,1985-12-31 00:00:00,21 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370484,http://archival.sl.nsw.gov.au/Details/archive/110369627,0,,demonstrations|Aboriginal peoples (Australians)|public speaking,
ON 160/Item 0870,0870,ITEM,"Item 0870: Tribune negatives including Philippine Airlines protest and band performance, September 1985",1055055,110370485,September 1985,1985-01-01 00:00:00,1985-12-31 00:00:00,34 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370485,http://archival.sl.nsw.gov.au/Details/archive/110369627,0,,demonstrations|airlines|bands,
ON 160/Item 0871,0871,ITEM,"Item 0871: Tribune negatives including Commonwealth public servants and shipping protests, 1984-1985",1055056,110370486,1984-1985,1984-01-01 00:00:00,1985-12-31 00:00:00,29 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370486,http://archival.sl.nsw.gov.au/Details/archive/110369627,0,,demonstrations|shipping industry|public servants,
ON 160/Item 0872,0872,ITEM,"Item 0872: Tribune negatives including public servants and C3 freeway protests, Melbourne, Victoria, 1985",1055058,110370488,1985,1985-01-01 00:00:00,1985-12-31 00:00:00,34 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370488,http://archival.sl.nsw.gov.au/Details/archive/110369627,0,,demonstrations|public servants|demonstrators (political),
ON 160/Item 0873,0873,ITEM,"Item 0873: Tribune negatives including Communist Party of Australia Congress and overseas students, Latin America protests, 1984-1985",1055063,110370491,1984-1985,1984-01-01 00:00:00,1985-12-31 00:00:00,22 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370491,http://archival.sl.nsw.gov.au/Details/archive/110369627,0,,demonstrations|conventions|students,
ON 160/Item 0874,0874,ITEM,"Item 0874: Tribune negatives including Festival of Unity and Communist Party of Australia May Day, South Australia, 1985",1055069,110370495,1985,1985-01-01 00:00:00,1985-12-31 00:00:00,32 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370495,http://archival.sl.nsw.gov.au/Details/archive/110369627,0,,"festivals, celebrations etc.|demonstrations",
ON 160/Item 0875,0875,ITEM,"Item 0875: Tribune negatives including Tribune workers, Communist Party of Australia members and farewell to Peter Murphy, Phil Gissing, 1985",1055070,110370496,1985,1985-01-01 00:00:00,1985-12-31 00:00:00,32 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370496,http://archival.sl.nsw.gov.au/Details/archive/110369627,0,,farewells|workers,
ON 160/Item 0876,0876,ITEM,"Item 0876: Tribune negatives including Palm Sunday banner painting and retirement dinner for Laurie Carmichael, with Bill Kelty, John Halfpenny and Ralph Gibson, 1985",1055057,110370487,1985,1985-01-01 00:00:00,1985-12-31 00:00:00,30 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370487,http://archival.sl.nsw.gov.au/Details/archive/110369627,0,,banners|painting|retirement ceremonies,"Carmichael, Laurie|Gibson, Ralph, 1906-"
ON 160/Item 0877,0877,ITEM,"Item 0877: Tribune negatives including World Environment Day and Sydney peace squadron protests, June-October 1985",1055073,110370498,June-October 1985,1985-01-01 00:00:00,1985-12-31 00:00:00,41 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370498,http://archival.sl.nsw.gov.au/Details/archive/110369627,0,,demonstrations|banners|demonstrators (political),
ON 160/Item 0878,0878,ITEM,"Item 0878: Tribune negatives including protests against tertiary fees, Queensland and La Pena Women in Latin America forum, 1985",1055078,110370501,1985,1985-01-01 00:00:00,1985-12-31 00:00:00,41 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370501,http://archival.sl.nsw.gov.au/Details/archive/110369627,0,,conventions|demonstrations|women|demonstrators (political),
ON 160/Item 0879,0879,ITEM,"Item 0879: Tribune negatives including Australian Labor Party headquarters protests, October 1985",1055079,110370502,October 1985,1985-01-01 00:00:00,1985-12-31 00:00:00,39 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370502,http://archival.sl.nsw.gov.au/Details/archive/110369627,0,,demonstrations|demonstrators (political),
ON 160/Item 0880,0880,ITEM,"Item 0880: Tribune negatives including United States warship protests, October 1985",1055080,110370503,October 1985,1985-01-01 00:00:00,1985-12-31 00:00:00,41 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370503,http://archival.sl.nsw.gov.au/Details/archive/110369627,0,,demonstrations|demonstrators (political),
ON 160/Item 0881,0881,ITEM,"Item 0881: Tribune negatives including Public Service Association superannuation and unemployment protests, 1985",1055085,110370505,1985,1985-01-01 00:00:00,1985-12-31 00:00:00,33 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370505,http://archival.sl.nsw.gov.au/Details/archive/110369627,0,,public servants|demonstrations,
ON 160/Item 0882,0882,ITEM,"Item 0882: Tribune negatives including May Day marches, Sydney, New South Wales, 1985",1055086,110370506,1985,1985-01-01 00:00:00,1985-12-31 00:00:00,31 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370506,http://archival.sl.nsw.gov.au/Details/archive/110369627,0,,demonstrations|May Day (Labor holiday)--New South Wales.,
ON 160/Item 0883,0883,ITEM,"Item 0883: Tribune negatives including protest outside Queensland Tourist Bureau and Greenpeace seeing off Vega, April 1985",1055087,110370507,April 1985,1985-01-01 00:00:00,1985-12-31 00:00:00,29 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370507,http://archival.sl.nsw.gov.au/Details/archive/110369627,0,,demonstrations|sailing boats,
ON 160/Item 0884,0884,ITEM,"Item 0884: Tribune negatives including Palm Sunday marches, Melbourne, Victoria, 1985",1055088,110370508,1985,1985-01-01 00:00:00,1985-12-31 00:00:00,31 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370508,http://archival.sl.nsw.gov.au/Details/archive/110369627,0,,demonstrations|demonstrators (political),
ON 160/Item 0885,0885,ITEM,"Item 0885: Tribune negatives including anti-US warship rally and Greenpeace protests, Sydney, New South Wales, April 1985",1055091,110370509,April 1985,1985-01-01 00:00:00,1985-12-31 00:00:00,31 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370509,http://archival.sl.nsw.gov.au/Details/archive/110369627,0,,rallies|demonstrations|warships|demonstrators (political),
ON 160/Item 0886,0886,ITEM,"Item 0886: Tribune negatives including anti-nuclear, peace marches and medicare rally, 1985",1055092,110370510,1985,1985-01-01 00:00:00,1985-12-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370510,http://archival.sl.nsw.gov.au/Details/archive/110369627,0,,rallies|demonstrations|Antinuclear movement--Australia.|Peace movements--Australia.,
ON 160/Item 0887,0887,ITEM,"Item 0887: Tribune negatives including Daintree Rainforest march and book launch, October 1985",1055093,110370511,October 1985,1985-01-01 00:00:00,1985-12-31 00:00:00,44 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370511,http://archival.sl.nsw.gov.au/Details/archive/110369627,0,,demonstrations|book launches,
ON 160/Item 0888,0888,ITEM,"Item 0888: Tribune negatives including abortion, anti-apartheid and anti-American peace protests, October 1985",1055094,110370512,October 1985,1985-01-01 00:00:00,1985-12-31 00:00:00,41 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370512,http://archival.sl.nsw.gov.au/Details/archive/110369627,0,,apartheid|demonstrations|abortion|Peace movements--Australia.,
ON 160/Item 0889,0889,ITEM,"Item 0889: Tribune negatives including Sydney College of the Arts and overseas students protests, New South Wales, October 1985",1055096,110370514,October 1985,1985-01-01 00:00:00,1985-12-31 00:00:00,38 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370514,http://archival.sl.nsw.gov.au/Details/archive/110369627,0,,students|demonstrations,
ON 160/Item 0890,0890,ITEM,"Item 0890: Tribune negatives including Leura development protest and Tribune fair, New South Wales, October 1985",1055103,110370521,October 1985,1985-01-01 00:00:00,1985-12-31 00:00:00,37 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370521,http://archival.sl.nsw.gov.au/Details/archive/110369627,0,,fetes|demonstrations|demonstrators (political),
ON 160/Item 0891,0891,ITEM,"Item 0891: Tribune negatives including May Day march, Melbourne, Victoria and Peter Garrett, John Gorman, 1985",1055105,110370523,1985,1985-01-01 00:00:00,1985-12-31 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370523,http://archival.sl.nsw.gov.au/Details/archive/110369627,0,,demonstrations,"Garrett, Peter, 1953-"
ON 160/Item 0892,0892,ITEM,"Item 0892: Tribune negatives including Gough Whitlam at Sydney University and Sequeb protest, Brisbane, Queensland, 1985",1055106,110370524,1985,1985-01-01 00:00:00,1985-12-31 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370524,http://archival.sl.nsw.gov.au/Details/archive/110369627,0,,demonstrations|workers,"Whitlam, Gough, 1916-2014"
ON 160/Item 0894,0894,ITEM,"Item 0894: Tribune negatives including boycott of French goods and nurses protests, Melbourne, Victoria, October-November 1985",1055108,110370525,October-November 1985,1985-01-01 00:00:00,1985-12-31 00:00:00,25 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370525,http://archival.sl.nsw.gov.au/Details/archive/110369627,0,,demonstrations|nurses|Boycotts,
ON 160/Item 0895,0895,ITEM,"Item 0895: Tribune negatives including Eddie Funde in anti-apartheid demonstration, Canberra, Australian Capital Territory and New South Wales psychology nurses meeting, October-November 1985",1055112,110370527,October-November 1985,1985-01-01 00:00:00,1985-12-31 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370527,http://archival.sl.nsw.gov.au/Details/archive/110369627,0,,apartheid|demonstrations|nurses|meetings,"Funde, Eddie"
ON 160/Item 0896,0896,ITEM,"Item 0896: Tribune negatives including anti-apartheid care rally, September-November 1985",1055115,110370528,September-November 1985,1985-01-01 00:00:00,1985-12-31 00:00:00,23 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370528,http://archival.sl.nsw.gov.au/Details/archive/110369627,0,,rallies|apartheid,
ON 160/Item 0897,0897,ITEM,"Item 0897: Tribune negatives including Communist Party of Australia Congress and Aboriginal dancers, 1984",1055118,110370529,1984,1984-01-01 00:00:00,1984-12-31 00:00:00,60 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370529,http://archival.sl.nsw.gov.au/Details/archive/110369627,0,,conventions|orators|dancers|Aboriginal peoples (Australians),
ON 160/Item 0898,0898,ITEM,"Item 0898: Tribune negatives including Youth for Peace rally, Sydney Town Hall, New South Wales and Aboriginal legal service fire, 1984-1985",1055119,110370530,1984-1985,1984-01-01 00:00:00,1985-12-31 00:00:00,25 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370530,http://archival.sl.nsw.gov.au/Details/archive/110369627,0,,rallies|fire damage|Peace movements--Australia.,
ON 160/Item 0899,0899,ITEM,"Item 0899: Tribune negatives including public servants march, 1984-1985",1055120,110370531,1984-1985,1984-01-01 00:00:00,1985-12-31 00:00:00,29 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370531,http://archival.sl.nsw.gov.au/Details/archive/110369627,0,,demonstrations|public servants,
ON 160/Item 0900,0900,ITEM,"Item 0900: Tribune negatives including public servants rally and Art Unit closure, 1985",1055123,110370532,1985,1985-01-01 00:00:00,1985-12-31 00:00:00,34 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370532,http://archival.sl.nsw.gov.au/Details/archive/110369627,0,,"buildings, structures & establishments|public servants|rallies",
