call_number,item_number,level,title,object_number,priref,date_string,date_start,date_end,quantity,url,parent_url,number_images,images,subjects,people
ON 160/Item 0711,0711,ITEM,"Item 0711: Tribune negatives including Hiroshima protests, 1983",1051032,110370190,1983,1983-01-01 00:00:00,1983-12-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370190,http://archival.sl.nsw.gov.au/Details/archive/110369624,0,,demonstrations|nuclear bombs,
ON 160/Item 0713,0713,ITEM,"Item 0713: Tribune negatives including Big Red Bookfair, Sydney, New South Wales, July 1983",1051034,110370191,July 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,32 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370191,http://archival.sl.nsw.gov.au/Details/archive/110369624,0,,fetes|men|women,
ON 160/Item 0714,0714,ITEM,"Item 0714: Tribune negatives including Nuclear Free Pacific and Aboriginal land rights posters, July 1983",1051046,110370201,July 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,37 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370201,http://archival.sl.nsw.gov.au/Details/archive/110369624,0,,political posters|posters & placards,
ON 160/Item 0715,0715,ITEM,"Item 0715: Tribune negatives including Turkey hunger strike, Melbourne, Victoria and Chile picket, Sydney, New South Wales, August 1983",1051052,110370203,August 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,21 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370203,http://archival.sl.nsw.gov.au/Details/archive/110369624,0,,strikes|pickets,
ON 160/Item 0716,0716,ITEM,"Item 0716: Tribune negatives including BHP steelworks and coke furnaces, Port Kembla, New South Wales, 1983",1051053,110370204,1983,1983-01-01 00:00:00,1983-12-31 00:00:00,43 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370204,http://archival.sl.nsw.gov.au/Details/archive/110369624,0,,Port Kembla (N.S.W.)|iron & steel works|coke works|iron & steel industry,
ON 160/Item 0717,0717,ITEM,"Item 0717: Tribune negatives including portraits of ironworkers at Trade Union Rank & File Workers Conference, July-August 1983",1051055,110370205,July-August 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,27 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370205,http://archival.sl.nsw.gov.au/Details/archive/110369624,0,,ironworkers|conventions,
ON 160/Item 0718,0718,ITEM,"Item 0718: Tribune negatives including hunger strikers and Town-Eroticon adult movie cinema, Sydney, New South Wales, [ca. 1983]",1051057,110370207,1983,1983-01-01 00:00:00,1983-12-31 00:00:00,13 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370207,http://archival.sl.nsw.gov.au/Details/archive/110369624,0,,strikes|theatres & cinemas,
ON 160/Item 0719,0719,ITEM,"Item 0719: Tribune negatives including Comeng rallies, August 1983",1051062,110370212,August 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,23 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370212,http://archival.sl.nsw.gov.au/Details/archive/110369624,0,,rallies|building labourers,
ON 160/Item 0720,0720,ITEM,"Item 0720: Tribune negatives including Roxby Downs blockaders leave Sydney, August 1983",1051066,110370216,August 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,24 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370216,http://archival.sl.nsw.gov.au/Details/archive/110369624,0,,buses|activists|voyages & travels,
ON 160/Item 0721,0721,ITEM,"Item 0721: Tribune negatives including Roxby blockaders leave Adelaide, en route to Roxby Downs, South Australia, August 1983",1051073,110370221,August 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,23 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370221,http://archival.sl.nsw.gov.au/Details/archive/110369624,0,,voyages & travels|activists,
ON 160/Item 0722,0722,ITEM,"Item 0722: Tribune negatives including blockade and blockaders, Roxy Downs, South Australia, August 1983",1051076,110370223,August 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370223,http://archival.sl.nsw.gov.au/Details/archive/110369624,0,,activists|demonstrations,
ON 160/Item 0723,0723,ITEM,"Item 0723: Tribune negatives including unemployed under 18's dole protests, Australian Capital Territory, August 1983",1051078,110370224,August 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,13 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370224,http://archival.sl.nsw.gov.au/Details/archive/110369624,0,,unemployed people|youth|demonstrations,
ON 160/Item 0724,0724,ITEM,"Item 0724: Tribune negatives including Comeng workers victory rally, August 1983",1051080,110370225,August 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,18 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370225,http://archival.sl.nsw.gov.au/Details/archive/110369624,0,,rallies|victory celebrations|railway workers,
ON 160/Item 0725,0725,ITEM,"Item 0725: Tribune negatives including plumbers sit-in and Wagu protest regarding Roxby Downs, held in Sydney, New South Wales, September 1983",1051097,110370233,September 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,30 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370233,http://archival.sl.nsw.gov.au/Details/archive/110369624,0,,demonstrations|activists|plumbers,
ON 160/Item 0726,0726,ITEM,"Item 0726: Tribune negatives including Turkish protest and Hiroshima poster, September 1983",1051101,110370236,September 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,17 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370236,http://archival.sl.nsw.gov.au/Details/archive/110369624,0,,demonstrations|posters & placards,
ON 160/Item 0727,0727,ITEM,"Item 0727: Tribune negatives including Turkish and Chile protests, Sydney, New South Wales, September 1983",1051105,110370238,September 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,38 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370238,http://archival.sl.nsw.gov.au/Details/archive/110369624,0,,demonstrations|Chileans|Turks,
ON 160/Item 0728,0728,ITEM,"Item 0728: Tribune negatives including E-Z industry picket and David Combe, September 1983",1051110,110370239,September 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,11 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370239,http://archival.sl.nsw.gov.au/Details/archive/110369624,0,,pickets|men,
ON 160/Item 0729,0729,ITEM,"Item 0729: Tribune negatives including support for Roxby Downs and Palestine protests, August-September 1983",1051113,110370241,August-September 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,39 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370241,http://archival.sl.nsw.gov.au/Details/archive/110369624,0,,demonstrations|activists,
ON 160/Item 0730,0730,ITEM,"Item 0730: Tribune negatives including support protests for Filipino peoples, Adelaide, South Australia, September 1983",1051115,110370242,September 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,18 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370242,http://archival.sl.nsw.gov.au/Details/archive/110369624,0,,demonstrations|Philippine people,
ON 160/Item 0731,0731,ITEM,"Item 0731: Tribune negatives including EZ picket line, Hobart, Tasmania, September 1983",1051170,110370273,September 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,23 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370273,http://archival.sl.nsw.gov.au/Details/archive/110369624,0,,pickets|demonstrators (political),
ON 160/Item 0732,0732,ITEM,"Item 0732: Tribune negatives including industry, Newcastle, New South Wales, September 1983",1051173,110370274,September 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,29 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370274,http://archival.sl.nsw.gov.au/Details/archive/110369624,0,,Newcastle (N.S.W.)|industrial areas,
ON 160/Item 0733,0733,ITEM,"Item 0733: Tribune negatives including heavy industry and town of Newcastle, New South Wales, September 1983",1051176,110370275,September 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,24 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370275,http://archival.sl.nsw.gov.au/Details/archive/110369624,0,,Newcastle (N.S.W.)|industrial areas|towns,
ON 160/Item 0734,0734,ITEM,"Item 0734: Tribune negatives including beaches, industry and caravan parks, Newcastle, New South Wales, September 1983",1051177,110370276,September 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,12 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370276,http://archival.sl.nsw.gov.au/Details/archive/110369624,0,,Newcastle (N.S.W.)|beaches|industrial areas|caravan parks,
ON 160/Item 0735,0735,ITEM,"Item 0735: Tribune negatives including roads and bridge, Newcastle, New South Wales, September 1983",1051178,110370277,September 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,6 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370277,http://archival.sl.nsw.gov.au/Details/archive/110369624,0,,Newcastle (N.S.W.)|roads & streets|bridges,
ON 160/Item 0736,0736,ITEM,"Item 0736: Tribune negatives including caravan parks, beaches and town of Newcastle, New South Wales, September 1983",1051179,110370278,September 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,31 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370278,http://archival.sl.nsw.gov.au/Details/archive/110369624,0,,Newcastle (N.S.W.)|beaches|caravan parks|towns,
ON 160/Item 0737,0737,ITEM,"Item 0737: Tribune negatives including beaches, boats, caravan parks and town of Newcastle, New South Wales, September 1983",1051180,110370279,September 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,27 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370279,http://archival.sl.nsw.gov.au/Details/archive/110369624,0,,Newcastle (N.S.W.)|beaches|caravan parks|boats|towns,
ON 160/Item 0738,0738,ITEM,"Item 0738: Tribune negatives including heavy industry and music concert, Newcastle, New South Wales, September 1983",1051190,110370282,September 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,28 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370282,http://archival.sl.nsw.gov.au/Details/archive/110369624,0,,Newcastle (N.S.W.)|industrial areas|concerts,
ON 160/Item 0739,0739,ITEM,"Item 0739: Tribune negatives including town of Newcastle, New South Wales, September 1983",1051191,110370283,September 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,18 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370283,http://archival.sl.nsw.gov.au/Details/archive/110369624,0,,Newcastle (N.S.W.)|city & town views,
ON 160/Item 0740,0740,ITEM,"Item 0740: Tribune negatives including BHP and heavy industry, Newcastle, New South Wales, September 1983",1051192,110370284,September 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,20 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370284,http://archival.sl.nsw.gov.au/Details/archive/110369624,0,,Newcastle (N.S.W.)|industrial areas|iron & steel works,
ON 160/Item 0741,0741,ITEM,"Item 0741: Tribune negatives including beaches and shopping mall, Newcastle, New South Wales, September 1983",1051205,110370288,September 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,27 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370288,http://archival.sl.nsw.gov.au/Details/archive/110369624,0,,Newcastle (N.S.W.)|shopping malls|beaches,
ON 160/Item 0742,0742,ITEM,"Item 0742: Tribune negatives including Botany local government public meeting, August 1983",1051211,110370290,August 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,19 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370290,http://archival.sl.nsw.gov.au/Details/archive/110369624,0,,local government|meetings,
ON 160/Item 0743,0743,ITEM,"Item 0743: Tribune negatives including Queensland Australian Labor Party campaign opening, August-September 1983",1051212,110370291,August-September 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,38 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370291,http://archival.sl.nsw.gov.au/Details/archive/110369624,0,,political parties|political activities,
ON 160/Item 0744,0744,ITEM,"Item 0744: Tribune negatives including public meeting and candidates of Queensland election, September 1983",1051213,110370292,September 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,34 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370292,http://archival.sl.nsw.gov.au/Details/archive/110369624,0,,meetings|elections|political candidates,
ON 160/Item 0745,0745,ITEM,"Item 0745: Tribune negatives including El Salvador rally, Sydney, New South Wales, September 1983",1051215,110370293,September 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,37 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370293,http://archival.sl.nsw.gov.au/Details/archive/110369624,0,,rallies|demonstrators (political),
ON 160/Item 0746,0746,ITEM,"Item 0746: Tribune negatives including El Salvador rally, Sydney, New South Wales, September 1983",1051216,110370294,September 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,28 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370294,http://archival.sl.nsw.gov.au/Details/archive/110369624,0,,rallies|demonstrators (political),
ON 160/Item 0747,0747,ITEM,"Item 0747: Tribune negatives including oil refinery, Kurnell and Community Youth Social Services, Darlinghurst, New South Wales, August 1983",1051218,110370295,August 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,13 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370295,http://archival.sl.nsw.gov.au/Details/archive/110369624,0,,oil refineries|youth centres,
ON 160/Item 0748,0748,ITEM,"Item 0748: Tribune negatives including State Rail Authority building and abandoned houses, Sydney, New South Wales, September 1983",1051220,110370296,September 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,23 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370296,http://archival.sl.nsw.gov.au/Details/archive/110369624,0,,houses|city & town buildings,
ON 160/Item 0749,0749,ITEM,"Item 0749: Tribune negatives including Kurnell oil refinery and Turkish protests, Sydney, New South Wales, August-September 1983 / photographed by Oliver Strewe [?]",1051222,110370297,August-September 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,34 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370297,http://archival.sl.nsw.gov.au/Details/archive/110369624,0,,oil refineries|demonstrations|Turks,
ON 160/Item 0750,0750,ITEM,"Item 0750: Tribune negatives including stock exchange, Sydney, New South Wales, August-September 1983",1051227,110370299,August-September 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,10 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370299,http://archival.sl.nsw.gov.au/Details/archive/110369624,0,,stock exchanges,
