series_number,part_number,item_number,level,title,call_number,object_number,priref,date_string,date_start,date_end,quantity,url,parent_url,number_images,images,description,subjects,topics,people,places
02,02,0051,ITEM,"Item 0051: Tribune negatives including Tribune sellers, ca. 1975?",ON 160/Item 0051,1043406,110369196,ca. 1975?,1975-01-01 00:00:00,1975-12-31 00:00:00,13 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369196,http://archival.sl.nsw.gov.au/Details/archive/110369195,13,FL4486747|FL4486748|FL4486749|FL4486750|FL4486751|FL4486752|FL4486753|FL4486754|FL4486755|FL4486756|FL4486757|FL4486758|FL4486759,"Includes:|Terry Cochrane|Glebe, church|Dog (Afghan hound)|Forbes|Sam Petty|Tribune sellers (women in Balmain)|Banana trees||Running Tribune|George Harrison|Palm trees||Joe Petty, about August|Unemployed outside Leichhardt Office|Original negative sleeve titled not Anne",,newspaper sellers|women,,
02,02,0052,ITEM,"Item 0052a: Tribune negatives including transport demonstration for National Transport Day in Sydney, New South Wales, 1975",ON 160/Item 0052a,1043511,110369270,1975,1975-01-01 00:00:00,1975-12-31 00:00:00,22 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369270,http://archival.sl.nsw.gov.au/Details/archive/110369195,22,FL4489033|FL4489037|FL4489039|FL4489041|FL4489042|FL4489044|FL4489047|FL4489049|FL4489050|FL4489053|FL4489055|FL4489058|FL4489060|FL4489061|FL4489062|FL4489063|FL4489064|FL4489065|FL4489066|FL4489067|FL4489068|FL4489069,"Includes:|National Transport Day (Sydney)|Tribune (very hairy)|Peter Morton at picnic, 1975|Transport demonstration, National Transport Day",,demonstrations|portraits|transport events & activities|newspaper sellers|picnics,,
02,02,0052,ITEM,"Item 0052b: Tribune negatives including Bass by-election and Sydney Morning Herald newspaper strike, 1975",ON 160/Item 0052b,1043513,110369271,1975,1975-01-01 00:00:00,1975-12-31 00:00:00,12 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369271,http://archival.sl.nsw.gov.au/Details/archive/110369195,49,FL4487801|FL4487803|FL4487805|FL4487806|FL4487808|FL4487810|FL4487811|FL4487813|FL4487814|FL4487816|FL4487817|FL4487818|FL4487820|FL4487821|FL4487823|FL4487824|FL4487826|FL4487827|FL4487829|FL4487830|FL4487832|FL4487834|FL4487836|FL4487837|FL4487838|FL4487840|FL4487841|FL4487843|FL4487845|FL4487847|FL4487848|FL4487850|FL4487851|FL4487852|FL4487854|FL4487855|FL4487856|FL4487858|FL4487859|FL4487861|FL4487862|FL4487863|FL4487865|FL4487866|FL4487867|FL4487868|FL4487870|FL4487871|FL4487873,"Includes:|Gough Whitlam, Bass by-election|Timor|Sydney Morning Herald workers on strike|Newspaper strike (Sydney Morning Herald)|Railway workers sitting on a train axle|International Women's Day, 1975 (Melbourne)|Joe Petty at picnic|Pringle with bandaged jaw|Original negative sleeve titled not Anne",,demonstrations|elections|strikes|railway workers,"Whitlam, Gough, 1916-2014",
02,02,0053,ITEM,"Item 0053: Tribune negatives including National Transport Day and Young People's Refuge, ca. 1974-1975?",ON 160/Item 0053,1043416,110369197,ca. 1974-1975?,1974-01-01 00:00:00,1975-12-31 00:00:00,44 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369197,http://archival.sl.nsw.gov.au/Details/archive/110369195,44,FL4489085|FL4489090|FL4489091|FL4489093|FL4489094|FL4489095|FL4489096|FL4489098|FL4489099|FL4489100|FL4489102|FL4489105|FL4489106|FL4489107|FL4489111|FL4489112|FL4489114|FL4489116|FL4489117|FL4489119|FL4489121|FL4489123|FL4489125|FL4489126|FL4489129|FL4489131|FL4489135|FL4489136|FL4489139|FL4489141|FL4489142|FL4489144|FL4489147|FL4489150|FL4489151|FL4489153|FL4489154|FL4489155|FL4489156|FL4489157|FL4489158|FL4489159|FL4489160|FL4489161,"Includes:|Pat Liddane, her parents|Roddy Lonergan|Ian Lennie (Pat's photo)|National Transport Day (Melbourne)|Young People's Refuge|Sue Cook (Pat's photo)|Margaret Cook (Pat's photo)|Susie Cook (Pat's photo)|Original negative sleeve titled not Anne",,demonstrations|youth refuges|transport events & activities|portraits,,
02,02,0054,ITEM,"Item 0054: Tribune negatives including building labourer's, [ca. 1974-1975?]",ON 160/Item 0054,1043418,110369199,ca. 1974-1975,1974-01-01 00:00:00,1975-12-31 00:00:00,15 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369199,http://archival.sl.nsw.gov.au/Details/archive/110369195,15,FL4486921|FL4486922|FL4486923|FL4486924|FL4486925|FL4486926|FL4486927|FL4486928|FL4486929|FL4486930|FL4486931|FL4486932|FL4486933|FL4486934|FL4486935,"Includes:|Builders labourer's, 'scab' labour on site, Sydney|Builders labourer's, Sydney, Dellinghams? site|Builders labourer's demonstration (Brisbane)|Original negative sleeve titled not Anne",,building labourers|demonstrations|portraits,,
02,02,0055,ITEM,"Item 0055: Tribune negatives including Chile Solidarity march in Melbourne, Victoria, September 1975",ON 160/Item 0055,1043419,110369200,September 1975,1975-01-01 00:00:00,1975-12-31 00:00:00,21 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369200,http://archival.sl.nsw.gov.au/Details/archive/110369195,21,FL4505096|FL4505098|FL4505099|FL4505100|FL4505101|FL4505102|FL4505103|FL4505104|FL4505105|FL4505106|FL4505107|FL4505108|FL4505109|FL4505110|FL4505111|FL4505112|FL4505113|FL4505114|FL4505115|FL4505116|FL4505117,"Includes:|Chile Solidarity march (Melbourne), September 1975|Original negative sleeve titled not Anne",,demonstrations|portraits,,
02,02,0056,ITEM,"Item 0056: Tribune negatives including Gough Whitlam and Australian Labor Party rally, October 1975",ON 160/Item 0056,1043420,110369201,October 1975,1975-01-01 00:00:00,1975-12-31 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369201,http://archival.sl.nsw.gov.au/Details/archive/110369195,35,FL4505913|FL4505914|FL4505915|FL4505916|FL4505917|FL4505919|FL4505920|FL4505922|FL4505923|FL4505924|FL4505926|FL4505928|FL4505930|FL4505931|FL4505934|FL4505935|FL4505937|FL4505938|FL4505940|FL4505944|FL4505946|FL4505947|FL4505948|FL4505950|FL4505951|FL4505952|FL4505954|FL4505955|FL4505956|FL4505958|FL4505959|FL4505961|FL4505962|FL4505964|FL4505965,"Includes:|Elections, 1975 - Ed. [?] Supp. [?]|Elections 1975, October 24, Sydney|Gough Whitlam (ALP rally), October 1975|Labor Party Rally, October 1975|Original negative sleeve titled 24.10.75",,political rallies|portraits,"Whitlam, Gough, 1916-2014",
02,02,0057,ITEM,"Item 0057: Tribune negatives including PKIU demonstration outside Sydney Morning Herald and Tribune sellers, [ca. 1974-1975]",ON 160/Item 0057,1043421,110369202,ca. 1974-1975,1974-01-01 00:00:00,1975-12-31 00:00:00,23 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369202,http://archival.sl.nsw.gov.au/Details/archive/110369195,41,FL1817297|FL1817300|FL1817303|FL1817307|FL1817310|FL1817311|FL1817312|FL1817313|FL1817317|FL1817320|FL1817323|FL1817324|FL1817325|FL1817328|FL1817330|FL1817335|FL1817336|FL1817337|FL1817342|FL1817344|FL1817346|FL1817348|FL1817349|FL1817350|FL1817351|FL1817352|FL1817356|FL1817359|FL1817360|FL1817362|FL1817363|FL1817365|FL1817366|FL1817367|FL1817368|FL1817369|FL1817373|FL1817376|FL1817379|FL1817380|FL1817388,Includes:|Timor demonstration|Tribune sellers|Mick Tubb|Nord Stella|PKIU demonstration outside Sydney Morning Herald|Original negative sleeve titled Trib[une?],,demonstrations|newspaper sellers|portraits,,
02,02,0058,ITEM,"Item 0058: Tribune negatives including Garden Island workers with ""Republic of Australia"" banner, December 1975",ON 160/Item 0058,1043423,110369203,December 1975,1975-01-01 00:00:00,1975-12-31 00:00:00,4 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369203,http://archival.sl.nsw.gov.au/Details/archive/110369195,4,FL4503465|FL4503468|FL4503470|FL4503471,"Includes:|Whitlam rally, December 1975|Republic of Australia banner|Garden Island workers with ""Republic of Australia"" banner|Original negative sleeve titled 12.12.75",,banners|workers|portraits,,
02,02,0059,ITEM,"Item 0059: Tribune negatives including printing and production of Tribune newspaper and News Limited demonstration, December 1975",ON 160/Item 0059,1043425,110369204,December 1975,1975-01-01 00:00:00,1975-12-31 00:00:00,32 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369204,http://archival.sl.nsw.gov.au/Details/archive/110369195,32,FL4491838|FL4491839|FL4491840|FL4491841|FL4491842|FL4491843|FL4491844|FL4491845|FL4491846|FL4491847|FL4491848|FL4491849|FL4491850|FL4491851|FL4491852|FL4491853|FL4491854|FL4491855|FL4491856|FL4491857|FL4491858|FL4491859|FL4491860|FL4491861|FL4491862|FL4491863|FL4491864|FL4491865|FL4491866|FL4491867|FL4491868|FL4491869,"Includes:|Transport Meeting, December 1975|News Limited demonstration|Beverley Symons|Communist Party of Australia 55th anniversary|Tribune - running",,demonstrations|portraits|newspapers,,
