call_number,item_number,level,title,object_number,priref,date_string,date_start,date_end,quantity,url,parent_url,number_images,images,subjects,people
ON 160/Item 0823,0823,ITEM,"Item 0823: Tribune negatives including Victorian Brown Coal Council Research Facility, La Trobe Valley and CICD art exhibition, Victoria, August 1984",1054947,110370393,August 1984,1984-01-01 00:00:00,1984-12-31 00:00:00,27 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370393,http://archival.sl.nsw.gov.au/Details/archive/110369626,0,,coal industry|art exhibitions|research centres,
ON 160/Item 0824,0824,ITEM,"Item 0824: Tribune negatives including Cockatoo Island docks protest, Sydney, New South Wales, July-August 1984",1054951,110370394,July-August 1984,1984-01-01 00:00:00,1984-12-31 00:00:00,25 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370394,http://archival.sl.nsw.gov.au/Details/archive/110369626,0,,demonstrations|workers|shipyards,
ON 160/Item 0825,0825,ITEM,"Item 0825: Tribune negatives including break dancing and Hilda Workman drawing Tribune raffle, August 1984",1054953,110370395,August 1984,1984-01-01 00:00:00,1984-12-31 00:00:00,27 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370395,http://archival.sl.nsw.gov.au/Details/archive/110369626,0,,dancing|raffles|Break dancing--Australia.,
ON 160/Item 0826,0826,ITEM,"Item 0826: Tribune negatives including deputation to Cox regarding Coalcliff mine closure and docks protest, Cockatoo Island, New South Wales, July-August 1984",1054954,110370396,July-August 1984,1984-01-01 00:00:00,1984-12-31 00:00:00,32 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370396,http://archival.sl.nsw.gov.au/Details/archive/110369626,0,,deputations|miners|demonstrations|wharf labourers,
ON 160/Item 0827,0827,ITEM,"Item 0827: Tribune negatives including Brian Gore at Amnesty International meeting, August 1984",1054957,110370397,August 1984,1984-01-01 00:00:00,1984-12-31 00:00:00,9 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370397,http://archival.sl.nsw.gov.au/Details/archive/110369626,0,,meetings|orators,
ON 160/Item 0828,0828,ITEM,"Item 0828: Tribune negatives including blockade at Roxy Downs, South Australia, September 1984",1054958,110370398,September 1984,1984-01-01 00:00:00,1984-12-31 00:00:00,21 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370398,http://archival.sl.nsw.gov.au/Details/archive/110369626,0,,South Australia|demonstrations,
ON 160/Item 0829,0829,ITEM,"Item 0829: Tribune negatives including protests at Roxby Downs, South Australia, September 1984",1054959,110370399,September 1984,1984-01-01 00:00:00,1984-12-31 00:00:00,30 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370399,http://archival.sl.nsw.gov.au/Details/archive/110369626,0,,demonstrations|demonstrators (political),
ON 160/Item 0829a,0829,ITEM,"Item 0829a: Tribune negatives including uranium protest and Newcastle solidarity cheque, September 1984",1054960,110370400,September 1984,1984-01-01 00:00:00,1984-12-31 00:00:00,27 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370400,http://archival.sl.nsw.gov.au/Details/archive/110369626,0,,demonstrations|cheques|demonstrators (political),
ON 160/Item 0830,0830,ITEM,"Item 0830: Tribune negatives including jobs for women campaign, protest and women's centre, Wollongong, New South Wales, September-October 1984",1054961,110370401,September-October 1984,1984-01-01 00:00:00,1984-12-31 00:00:00,38 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370401,http://archival.sl.nsw.gov.au/Details/archive/110369626,0,,women|employment|demonstrations,
ON 160/Item 0831,0831,ITEM,"Item 0831: Tribune negatives including BUGA-UP seminar and Daintree Sydney support protests, September-October 1984",1054963,110370403,September-October 1984,1984-01-01 00:00:00,1984-12-31 00:00:00,40 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370403,http://archival.sl.nsw.gov.au/Details/archive/110369626,0,,demonstrations|conventions,
ON 160/Item 0832,0832,ITEM,"Item 0832: Tribune negatives including Frank Walker at Sydney launch of streetwise legal comix and Palestinian nurses, September-October 1984",1054965,110370405,September-October 1984,1984-01-01 00:00:00,1984-12-31 00:00:00,38 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370405,http://archival.sl.nsw.gov.au/Details/archive/110369626,0,,nurses|book launches,
ON 160/Item 0833,0833,ITEM,"Item 0833: Tribune negatives including Central America solidarity and Cobar US military land grab protests, Sydney, August-October 1984",1054966,110370406,August-October 1984,1984-01-01 00:00:00,1984-12-31 00:00:00,77 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370406,http://archival.sl.nsw.gov.au/Details/archive/110369626,0,,demonstrations|demonstrators (political),
ON 160/Item 0834,0834,ITEM,"Item 0834: Tribune negatives including South Africa solidarity and peace protests, September-October 1984",1054970,110370407,September-October 1984,1984-01-01 00:00:00,1984-12-31 00:00:00,88 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370407,http://archival.sl.nsw.gov.au/Details/archive/110369626,0,,demonstrations|peace movement|demonstrators (political),
ON 160/Item 0835,0835,ITEM,"Item 0835: Tribune negatives including Omega war base protests, October 1984",1054981,110370416,October 1984,1984-01-01 00:00:00,1984-12-31 00:00:00,38 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370416,http://archival.sl.nsw.gov.au/Details/archive/110369626,0,,defence force bases|demonstrations,
ON 160/Item 0836,0836,ITEM,"Item 0836: Tribune negatives including People For Nuclear Disarmament (PND) and Omega protests, [ca. 1984]",1054984,110370419,ca. 1984,1984-01-01 00:00:00,1984-12-31 00:00:00,38 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370419,http://archival.sl.nsw.gov.au/Details/archive/110369626,0,,demonstrations|disarmament|Antinuclear movement--Australia.,
ON 160/Item 0837,0837,ITEM,"Item 0837: Tribune negatives including Tribune collective and wall hangings from unidentified exhibition, 1984",1054986,110370421,1984,1984-01-01 00:00:00,1984-12-31 00:00:00,56 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370421,http://archival.sl.nsw.gov.au/Details/archive/110369626,0,,farewells|newspaper offices|wall-hangings|art exhibitions,
ON 160/Item 0838,0838,ITEM,"Item 0838: Tribune negatives including protest outside Spanish Consulate against fascist coup, March 1981",1054988,110370423,March 1981,1981-01-01 00:00:00,1981-12-31 00:00:00,17 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370423,http://archival.sl.nsw.gov.au/Details/archive/110369626,0,,demonstrations|consulates|Anti-fascist movements--Australia.,
ON 160/Item 0839,0839,ITEM,"Item 0839: Tribune negatives including abortion and pre-term baby clinic protest, March-August 1985",1054991,110370426,March-August 1985,1985-01-01 00:00:00,1985-12-31 00:00:00,91 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370426,http://archival.sl.nsw.gov.au/Details/archive/110369626,0,,demonstrations|abortion,
ON 160/Item 0840,0840,ITEM,"Item 0840: Tribune negatives including People For Nuclear Disarmament rally, Townsville, Queensland and Tom Robinson poster exhibition, August 1985",1054993,110370427,August 1985,1985-01-01 00:00:00,1985-12-31 00:00:00,59 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370427,http://archival.sl.nsw.gov.au/Details/archive/110369626,0,,posters & placards|shows & exhibitions|political rallies|Antinuclear movement--Australia.|Nuclear disarmament--Australia.,
ON 160/Item 0841,0841,ITEM,"Item 0841: Tribune negatives including Melbourne gay and lesbians picketing New Zealand Tourist Bureau and Electrical Trades Union rally, Queensland, June-August 1985",1054994,110370428,June-August 1985,1985-01-01 00:00:00,1985-12-31 00:00:00,83 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370428,http://archival.sl.nsw.gov.au/Details/archive/110369626,0,,pickets|gays|lesbians|rallies|workers|tourist information bureaus,
ON 160/Item 0842,0842,ITEM,"Item 0842: Tribune negatives including Timor meeting, [ca. 1984-1985]",1054995,110370429,ca. 1984-1985,1984-01-01 00:00:00,1985-12-31 00:00:00,26 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370429,http://archival.sl.nsw.gov.au/Details/archive/110369626,0,,meetings|Timor (Indonesian people),
ON 160/Item 0843,0843,ITEM,"Item 0843: Tribune negatives including Hiroshima Day artists for peace music performances, Brisbane, Queensland, August 1984",1054996,110370430,August 1984,1984-01-01 00:00:00,1984-12-31 00:00:00,8 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370430,http://archival.sl.nsw.gov.au/Details/archive/110369626,0,,musicians|bands|peace movement|Antinuclear movement--Australia.,
ON 160/Item 0844,0844,ITEM,"Item 0844: Tribune negatives including Anzac Day march, 1985",1054997,110370431,1985,1985-01-01 00:00:00,1985-12-31 00:00:00,33 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370431,http://archival.sl.nsw.gov.au/Details/archive/110369626,0,,demonstrations|women,
ON 160/Item 0845,0845,ITEM,"Item 0845: Tribune negatives including blockade protesters outside jail, Roxby Downs and women's peace camp, Salisbury, South Australia, July-September 1984",1054998,110370432,July-September 1984,1984-01-01 00:00:00,1984-12-31 00:00:00,18 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370432,http://archival.sl.nsw.gov.au/Details/archive/110369626,0,,demonstrators (political)|prisons|camps|women|peace movement,
ON 160/Item 0846,0846,ITEM,"Item 0846: Tribune negatives including blockade at Roxby Downs, South Australia, July 1984",1054999,110370433,July 1984,1984-01-01 00:00:00,1984-12-31 00:00:00,22 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370433,http://archival.sl.nsw.gov.au/Details/archive/110369626,0,,demonstrations|demonstrators (political),
ON 160/Item 0847,0847,ITEM,"Item 0847: Tribune negatives including Medicare union support meeting, Town Hall and 'ethnic' murals, Chalmers Street, Sydney, New South Wales, 1984",1055000,110370434,1984,1984-01-01 00:00:00,1984-12-31 00:00:00,27 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370434,http://archival.sl.nsw.gov.au/Details/archive/110369626,0,,murals|meetings,
ON 160/Item 0848,0848,ITEM,"Item 0848: Tribune negatives including peace protest and Manly Warringah Peace Centre opening, New South Wales, 1984",1055006,110370439,1984,1984-01-01 00:00:00,1984-12-31 00:00:00,37 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370439,http://archival.sl.nsw.gov.au/Details/archive/110369626,0,,demonstrations|peace movement,
ON 160/Item 0849,0849,ITEM,"Item 0849: Tribune negatives including Palm Sunday marches, Melbourne, Victoria and abandoned buildings, Glebe, New South Wales, 1984-1985",1055007,110370440,1984-1985,1984-01-01 00:00:00,1985-12-31 00:00:00,33 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370440,http://archival.sl.nsw.gov.au/Details/archive/110369626,0,,demonstrations|vandalised buildings,
ON 160/Item 0850,0850,ITEM,"Item 0850: Tribune negatives including Communist Party of Australia 28th Special Congress dinner and entertainment, November 1984",1055008,110370441,November 1984,1984-01-01 00:00:00,1984-12-31 00:00:00,70 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370441,http://archival.sl.nsw.gov.au/Details/archive/110369626,0,,conventions|entertainment|orators,
