call_number,item_number,level,title,object_number,priref,date_string,date_start,date_end,quantity,url,parent_url,number_images,images,subjects,people
ON 160/Item 1114,1114,ITEM,"Item 1114: Tribune negatives including World Environment Day protests, June 1990 / photographed by Phaedra Johnson",1058370,110370877,June 1990,1990-01-01 00:00:00,1990-12-31 00:00:00,26 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370877,http://archival.sl.nsw.gov.au/Details/archive/110369633,0,,demonstrations|conservation of natural resources,
ON 160/Item 1115,1115,ITEM,"Item 1115: Tribune negatives including Australian Broadcasting Corporation strike picket and Frank Stilwell, Frank Lacey at Politics in the Pub, June-July 1990 / photographed by Peter Murphy",1058371,110370878,June-July 1990,1990-01-01 00:00:00,1990-12-31 00:00:00,21 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370878,http://archival.sl.nsw.gov.au/Details/archive/110369633,0,,strikes|pickets|men,"Murphy, Peter"
ON 160/Item 1116,1116,ITEM,"Item 1116: Tribune negatives including Asia-Pacific Action for Peace Conference, July 1990 / photographed by Michael Evans",1058372,110370879,July 1990,1990-01-01 00:00:00,1990-12-31 00:00:00,19 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370879,http://archival.sl.nsw.gov.au/Details/archive/110369633,0,,conventions|public speaking|Nuclear disarmament--Congresses.|Peace movements--Australia.,
ON 160/Item 1117,1117,ITEM,"Item 1117: Tribune negatives including Hiroshima Day marches, August 1990 / photographed by Denis Freney and Peter Murphy",1058373,110370880,August 1990,1990-01-01 00:00:00,1990-12-31 00:00:00,26 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370880,http://archival.sl.nsw.gov.au/Details/archive/110369633,0,,demonstrations|Nuclear disarmament--Australia.|Antinuclear movement--Australia.,"Murphy, Peter"
ON 160/Item 1118,1118,ITEM,"Item 1118: Tribune negatives including Palm Sunday marches and book launches, March-August 1990 / photographed by Bert Heinemann and Michael Evans",1058374,110370881,March-August 1990,1990-01-01 00:00:00,1990-12-31 00:00:00,17 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370881,http://archival.sl.nsw.gov.au/Details/archive/110369633,0,,demonstrations|book launches|Antinuclear movement--Australia.,"Evans, Michael"
ON 160/Item 1119,1119,ITEM,"Item 1119: Tribune negatives including labour market deregulation and protests for prison release of Birmingham Six, February-April 1990",1058375,110370882,February-April 1990,1990-01-01 00:00:00,1990-12-31 00:00:00,32 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370882,http://archival.sl.nsw.gov.au/Details/archive/110369633,0,,demonstrations|employment,
ON 160/Item 1120,1120,ITEM,"Item 1120: Tribune negatives including Gulf War picket at US consulate and guitar band, August 1990",1058376,110370883,August 1990,1990-01-01 00:00:00,1990-12-31 00:00:00,22 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370883,http://archival.sl.nsw.gov.au/Details/archive/110369633,0,,pickets|bands|Anti-war demonstrations--Australia.,
ON 160/Item 1121,1121,ITEM,"Item 1121: Tribune negatives including abortion protests and South African Women's Day, Sydney, New South Wales, August 1990",1058377,110370884,August 1990,1990-01-01 00:00:00,1990-12-31 00:00:00,26 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370884,http://archival.sl.nsw.gov.au/Details/archive/110369633,0,,abortion|demonstrations|women|South Africans,
ON 160/Item 1122,1122,ITEM,"Item 1122: Tribune negatives including Sidetrack Theatre performance and Newcastle workers delegation, August 1990 / photographed by Peter Murphy",1058378,110370885,August 1990,1990-01-01 00:00:00,1990-12-31 00:00:00,38 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370885,http://archival.sl.nsw.gov.au/Details/archive/110369633,0,,delegations|workers|theatre groups (performers),"Murphy, Peter"
ON 160/Item 1123,1123,ITEM,"Item 1123: Tribune negatives including Korean peace march seminar, Sydney, New South Wales, November-December 1990",1058386,110370889,November-December 1990,1990-01-01 00:00:00,1990-12-31 00:00:00,28 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370889,http://archival.sl.nsw.gov.au/Details/archive/110369633,0,,conventions|Peace movements--Australia.,
ON 160/Item 1124,1124,ITEM,"Item 1124: Tribune negatives including Nelson Mandela visit to Sydney, New South Wales, October 1990",1058387,110370890,October 1990,1990-01-01 00:00:00,1990-12-31 00:00:00,31 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370890,http://archival.sl.nsw.gov.au/Details/archive/110369633,0,,official visits,"Mandela, Nelson, 1918-"
ON 160/Item 1125,1125,ITEM,"Item 1125: Tribune negatives including telecommunication networks rally and pensioner protests, Sydney, New South Wales, 1989-1990",1058388,110370891,1989-1990,1989-01-01 00:00:00,1990-12-31 00:00:00,31 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370891,http://archival.sl.nsw.gov.au/Details/archive/110369633,0,,pensioners|demonstrations|meetings,
ON 160/Item 1126,1126,ITEM,"Item 1126: Tribune negatives including rainforest declaration ceremony, Parliament House, Sydney, New South Wales and Gulf War protests, September-October 1990",1058391,110370892,September-October 1990,1990-01-01 00:00:00,1990-12-31 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370892,http://archival.sl.nsw.gov.au/Details/archive/110369633,0,,demonstrations|rites & ceremonies|Anti-war demonstrations--Australia.,
ON 160/Item 1127,1127,ITEM,"Item 1127: Tribune negatives including Penan rainforest rally, September-October 1990",1058393,110370893,September-October 1990,1990-01-01 00:00:00,1990-12-31 00:00:00,26 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370893,http://archival.sl.nsw.gov.au/Details/archive/110369633,0,,rallies|demonstrators (political),"Murphy, Peter"
ON 160/Item 1128,1128,ITEM,"Item 1128: Tribune negatives including Gulf War protests and Australian Labor Party Special National Conference, September-October 1990",1058396,110370894,September-October 1990,1990-01-01 00:00:00,1990-12-31 00:00:00,27 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370894,http://archival.sl.nsw.gov.au/Details/archive/110369633,0,,conventions|demonstrations|political parties|Anti-war demonstrations--Australia.,
ON 160/Item 1129,1129,ITEM,"Item 1129: Tribune negatives including Asia-Pacific Festival, Newtown and Gulf War protests, July-September 1990",1058400,110370895,July-September 1990,1990-01-01 00:00:00,1990-12-31 00:00:00,28 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370895,http://archival.sl.nsw.gov.au/Details/archive/110369633,0,,"demonstrations|festivals, celebrations etc.|Anti-war demonstrations--Australia.",
ON 160/Item 1130,1130,ITEM,"Item 1130: Tribune negatives including gay protests and 10th Anniversary of Farabundo Marti National Liberation Front, October 1990",1058401,110370896,October 1990,1990-01-01 00:00:00,1990-12-31 00:00:00,27 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370896,http://archival.sl.nsw.gov.au/Details/archive/110369633,0,,demonstrations|gays|anniversaries,
ON 160/Item 1131,1131,ITEM,"Item 1131: Tribune negatives including African National Congress Freedom Now Campaign and industrial site, July-October 1990",1058402,110370897,July-October 1990,1990-01-01 00:00:00,1990-12-31 00:00:00,25 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370897,http://archival.sl.nsw.gov.au/Details/archive/110369633,0,,industrial areas|conventions,
ON 160/Item 1132,1132,ITEM,"Item 1132: Tribune negatives including multifunction polls joint campaign, Melbourne, Victoria and frigates departing for Gulf War, July-August 1990",1058403,110370898,July-August 1990,1990-01-01 00:00:00,1990-12-31 00:00:00,20 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370898,http://archival.sl.nsw.gov.au/Details/archive/110369633,0,,demonstrations|frigates,
ON 160/Item 1133,1133,ITEM,"Item 1133: Tribune negatives including public sector rally against cuts, Victoria and Tribune fair, Sydney, New South Wales, August-November 1990",1058404,110370899,August-November 1990,1990-01-01 00:00:00,1990-12-31 00:00:00,32 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370899,http://archival.sl.nsw.gov.au/Details/archive/110369633,0,,public servants|rallies|fetes,
ON 160/Item 1134,1134,ITEM,"Item 1134: Tribune negatives including Tim is innocent protest meeting and women reclaim the night march, Sydney, New South Wales, October-November 1990",1058405,110370900,October-November 1990,1990-01-01 00:00:00,1990-12-31 00:00:00,27 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370900,http://archival.sl.nsw.gov.au/Details/archive/110369633,0,,demonstrations|women|meetings,
ON 160/Item 1135,1135,ITEM,"Item 1135: Tribune negatives including building workers rally, Sydney, New South Wales and union meeting over import bans, January-August 1990",1058407,110370902,January-August 1990,1990-01-01 00:00:00,1990-12-31 00:00:00,27 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370902,http://archival.sl.nsw.gov.au/Details/archive/110369633,0,,rallies|construction & demolition workers|meetings|trade unions,
ON 160/Item 1136,1136,ITEM,"Item 1136: Tribune negatives including Triple J public meeting and protests, Sydney, New South Wales, August-September 1990",1058408,110370903,August-September 1990,1990-01-01 00:00:00,1990-12-31 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370903,http://archival.sl.nsw.gov.au/Details/archive/110369633,0,,demonstrations|radio stations|meetings,
ON 160/Item 1137,1137,ITEM,"Item 1137: Tribune negatives including women in New South Wales prisons public meeting and HMAS Brisbane, Canberra frigates departing for Gulf War, July-November 1990",1058409,110370904,July-November 1990,1990-01-01 00:00:00,1990-12-31 00:00:00,13 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370904,http://archival.sl.nsw.gov.au/Details/archive/110369633,0,,women|meetings|frigates|demonstrations,
