series_number,part_number,item_number,level,title,call_number,object_number,priref,date_string,date_start,date_end,quantity,url,parent_url,number_images,images,description,subjects,topics,people,places
03,02,0351,ITEM,"Item 0351: Tribune negatives including Homosexual demonstration, Liverpool Court, Sydney, New South Wales, July 1978",ON 160/Item 0351,1045519,110369584,July 1978,1978-01-01 00:00:00,1978-12-31 00:00:00,23 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369584,http://archival.sl.nsw.gov.au/Details/archive/110369583,23,FL4552107|FL4552108|FL4552109|FL4552111|FL4552113|FL4552115|FL4552116|FL4552118|FL4552120|FL4552122|FL4552123|FL4552125|FL4552126|FL4552128|FL4552129|FL4552131|FL4552132|FL4552133|FL4552134|FL4552135|FL4552136|FL4552137|FL4552138,"Includes:|Juliano Pajetta, Sydney, July 1978|Homosexual demonstration, Liverpool Court, Sydney, July 1978|Communist Party of Australia National Seminar, Minto, July 1978",,demonstrations|gays,,
03,02,0352,ITEM,"Item 0352: Tribune negatives including US bases rally, Sydney, New South Wales, July 1978",ON 160/Item 0352,1045520,110369585,July 1978,1978-01-01 00:00:00,1978-12-31 00:00:00,24 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369585,http://archival.sl.nsw.gov.au/Details/archive/110369583,24,FL4550632|FL4550633|FL4550634|FL4550635|FL4550636|FL4550637|FL4550638|FL4550639|FL4550640|FL4550641|FL4550642|FL4550643|FL4550644|FL4550645|FL4550646|FL4550647|FL4550648|FL4550649|FL4550650|FL4550651|FL4550652|FL4550653|FL4550654|FL4550655,"Includes:|Muroroa - French test demonstration, Melbourne, July 1978|Nuclear tests, French Muroroa, demonstration Melbourne, July 1978|Timor, East Picket, US Consulate Sydney, over advisers, July 1978|Tom Uren at US bases rally, July 1978|US bases rally, Sydney, July 1978|Bases, US anti rally, Sydney, July 1978|French tests demonstrations, Melbourne, July 1978",,rallies|demonstrators (political),,
03,02,0353,ITEM,"Item 0353: Tribune negatives including seamen picket demonstration, Melbourne, Victoria, July-September 1978",ON 160/Item 0353,1045521,110369586,July-September 1978,1978-01-01 00:00:00,1978-12-31 00:00:00,17 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369586,http://archival.sl.nsw.gov.au/Details/archive/110369583,29,FL4552558|FL4552561|FL4552563|FL4552565|FL4552567|FL4552569|FL4552571|FL4552574|FL4552575|FL4552578|FL4552580|FL4552582|FL4552584|FL4552585|FL4552587|FL4552591|FL4552593|FL4552594|FL4552595|FL4552597|FL4552598|FL4552599|FL4552601|FL4552603|FL4552606|FL4552607|FL4552610|FL4552611|FL4552614,"Includes:|Utah, seamen picket demonstration, Melbourne, July 1978|Seamen, anti-Utah demonstration, Melbourne, July 1978|Mount Isa, anti-uranium float, September 1978",,merchant seamen|demonstrations,,
03,02,0355,ITEM,"Item 0355: Tribune negatives including Mururoa demonstration and CUBA Youth festival delegations, Sydney Airport, July 1978",ON 160/Item 0355,1045523,110369587,July 1978,1978-01-01 00:00:00,1978-12-31 00:00:00,25 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369587,http://archival.sl.nsw.gov.au/Details/archive/110369583,25,FL4553283|FL4553286|FL4553287|FL4553288|FL4553290|FL4553291|FL4553293|FL4553294|FL4553295|FL4553297|FL4553298|FL4553300|FL4553301|FL4553303|FL4553304|FL4553306|FL4553307|FL4553311|FL4553315|FL4553317|FL4553318|FL4553321|FL4553327|FL4553328|FL4553329,"Includes:|Mururoa demonstration, Sydney, July 1978|French tests demonstration, Sydney, July 1978|CUBA Youth festival delegations, Sydney Airport, July 1978",,demonstrations|delegations|youth,,
03,02,0356,ITEM,"Item 0356: Tribune negatives including Technical and Further Education and CYSS demonstrations, Sydney, New South Wales, July 1978",ON 160/Item 0356,1045525,110369588,July 1978,1978-01-01 00:00:00,1978-12-31 00:00:00,41 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369588,http://archival.sl.nsw.gov.au/Details/archive/110369583,41,FL4551828|FL4551832|FL4551834|FL4551837|FL4551839|FL4551841|FL4551842|FL4551844|FL4551847|FL4551849|FL4551851|FL4551852|FL4551853|FL4551855|FL4551856|FL4551859|FL4551861|FL4551863|FL4551866|FL4551872|FL4551875|FL4551877|FL4551879|FL4551882|FL4551887|FL4551890|FL4551892|FL4551894|FL4551895|FL4551897|FL4551898|FL4551901|FL4551903|FL4551907|FL4551909|FL4551913|FL4551915|FL4551917|FL4551920|FL4551924|FL4551925,"Includes:|T.A.F.E. demonstration, Sydney, July 1978|CYSS demonstration, Sydney, July 1978|Aborigines - National Aborigine Day march, Sydney, July 1978",,demonstrations|technical education,,
03,02,0357,ITEM,"Item 0357: Tribune negatives including Hiroshima Day march, Sydney, New South Wales, August 1978",ON 160/Item 0357,1045526,110369589,August 1978,1978-01-01 00:00:00,1978-12-31 00:00:00,40 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369589,http://archival.sl.nsw.gov.au/Details/archive/110369583,40,FL4550936|FL4550939|FL4550940|FL4550943|FL4550945|FL4550947|FL4550949|FL4550950|FL4550951|FL4550954|FL4550957|FL4550959|FL4550960|FL4550964|FL4550965|FL4550966|FL4550967|FL4550968|FL4550969|FL4550970|FL4550971|FL4550972|FL4550976|FL4550977|FL4550981|FL4550983|FL4550985|FL4550988|FL4550991|FL4550996|FL4551000|FL4551002|FL4551003|FL4551005|FL4551007|FL4551008|FL4551009|FL4551010|FL4551011|FL4551013,"Includes:|Uranium, Hiroshima Day march, Sydney, August 1978",,uranium|demonstrations,,
03,02,0358,ITEM,"Item 0358: Tribune negatives including Hiroshima Day march, Sydney, New South Wales, August 1978",ON 160/Item 0358,1045527,110369590,August 1978,1978-01-01 00:00:00,1978-12-31 00:00:00,25 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369590,http://archival.sl.nsw.gov.au/Details/archive/110369583,25,FL4553206|FL4553208|FL4553209|FL4553211|FL4553213|FL4553214|FL4553217|FL4553219|FL4553220|FL4553221|FL4553222|FL4553223|FL4553224|FL4553228|FL4553229|FL4553230|FL4553232|FL4553234|FL4553235|FL4553238|FL4553239|FL4553243|FL4553245|FL4553247|FL4553249,"Includes:|Uranium, Hiroshima Day march, Sydney, August 1978|George Wald Hiroshima Day, August 1978",,demonstrations|uranium,,
03,02,0359,ITEM,"Item 0359: Tribune negatives including Australian Teacher Education Association strike meetings, Wentworth Park, New South Wales, August 1978",ON 160/Item 0359,1045528,110369591,August 1978,1978-01-01 00:00:00,1978-12-31 00:00:00,26 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369591,http://archival.sl.nsw.gov.au/Details/archive/110369583,26,FL4553764|FL4553766|FL4553767|FL4553768|FL4553769|FL4553771|FL4553772|FL4553773|FL4553775|FL4553776|FL4553778|FL4553783|FL4553785|FL4553786|FL4553788|FL4553789|FL4553791|FL4553793|FL4553794|FL4553795|FL4553797|FL4553799|FL4553800|FL4553802|FL4553804|FL4553806,"Includes:|Telecom workers; Gymea, Wentworth Park, August 1978|Bob Parkinson, Telecom, Wentworth Park, August 1978|Tony Perera, August 1978|Australian Teacher Education Association : strike meetings, August 1978|Jack Creager, Australian Teacher Education Association president, New South Wales at Wentworth Park, August 1978|Max Callaghan, August 1978|Flemington workers, August 1978",,strikes|meetings|teachers,,
03,02,0360,ITEM,"Item 0360: Tribune negatives including National Aborigines Day and Hiroshima Day marches, Melbourne, Victoria, August 1978",ON 160/Item 0360,1045529,110369592,August 1978,1978-01-01 00:00:00,1978-12-31 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369592,http://archival.sl.nsw.gov.au/Details/archive/110369583,35,FL4550719|FL4550720|FL4550721|FL4550722|FL4550723|FL4550724|FL4550725|FL4550726|FL4550727|FL4550728|FL4550729|FL4550730|FL4550731|FL4550732|FL4550733|FL4550734|FL4550735|FL4550736|FL4550737|FL4550738|FL4550739|FL4550740|FL4550741|FL4550742|FL4550743|FL4550744|FL4550745|FL4550749|FL4550750|FL4550751|FL4550754|FL4550756|FL4550758|FL4550760|FL4550761,"Includes:|Pagewood workers stopwork, August 1978|Aborigines at Tranby College, support for Utah strike, August 1978|GMH - Pagewood stopwork meeting, August 1978|Uranium - Hiroshima Day march, Melbourne, August 1978|Aborigines : National Aborigines Day march rally, August 1978",,Aboriginal peoples (Australians)|land rights|demonstrations|uranium,,
03,02,0361,ITEM,"Item 0361: Tribune negatives including James Hardie demonstration at Asbestos House, August 1978",ON 160/Item 0361,1045530,110369593,August 1978,1978-01-01 00:00:00,1978-12-31 00:00:00,37 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369593,http://archival.sl.nsw.gov.au/Details/archive/110369583,37,FL4552826|FL4552828|FL4552831|FL4552832|FL4552833|FL4552835|FL4552838|FL4552839|FL4552841|FL4552844|FL4552846|FL4552848|FL4552850|FL4552852|FL4552854|FL4552856|FL4552857|FL4552858|FL4552860|FL4552863|FL4552865|FL4552868|FL4552871|FL4552873|FL4552875|FL4552878|FL4552879|FL4552882|FL4552883|FL4552885|FL4552887|FL4552889|FL4552890|FL4552892|FL4552893|FL4552895|FL4552899,"Includes:|James Hardie demonstration at Asbestos House, August 1978|NCC Meeting, Boulevard Hotel, King Cross, August 1978|Asbestos House demonstration, August 1978|Mauri Keane, August 1978",,demonstrations|asbestos fabric,,
