call_number,item_number,level,title,object_number,priref,date_string,date_start,date_end,quantity,url,parent_url,number_images,images,subjects,people
ON 160/Item 0624,0624,ITEM,"Item 0624: Tribune negatives including views possibly of Krakow, Poland, [1981]",1046055,110369993,1981,1981-01-01 00:00:00,1981-12-31 00:00:00,39 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369993,http://archival.sl.nsw.gov.au/Details/archive/110369621,0,,Poland|portraits|city & town buildings|city & town views|cathedrals,
ON 160/Item 0625,0625,ITEM,"Item 0625: Tribune negatives including social security picket, Sydney, New South Wales, December 1981",1046058,110369994,December 1981,1981-01-01 00:00:00,1981-12-31 00:00:00,40 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369994,http://archival.sl.nsw.gov.au/Details/archive/110369621,0,,pickets|workers,
ON 160/Item 0626,0626,ITEM,"Item 0626: Tribune negatives including Sinai protests and university protests against education cuts, Sydney, New South Wales, 1981-1982",1046059,110369995,1981-1982,1981-01-01 00:00:00,1982-12-31 00:00:00,39 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369995,http://archival.sl.nsw.gov.au/Details/archive/110369621,0,,demonstrations|demonstrators (political),
ON 160/Item 0627,0627,ITEM,"Item 0627: Tribune negatives including Ford strike, Broadmeadows, Victoria and IXL cannery workers, South Australia, October-December 1981",1046061,110369996,October-December 1981,1981-01-01 00:00:00,1981-12-31 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369996,http://archival.sl.nsw.gov.au/Details/archive/110369621,0,,strikes|workers|canneries,
ON 160/Item 0628,0628,ITEM,"Item 0628: Tribune negatives including Crown Street Womens Birth Centre health cuts protest and speaker at Hilton bombing meeting, Sydney, New South Wales, February 1982",1046062,110369997,February 1982,1982-01-01 00:00:00,1982-12-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369997,http://archival.sl.nsw.gov.au/Details/archive/110369621,0,,meetings|demonstrations|demonstrators (political),
ON 160/Item 0629,0629,ITEM,"Item 0629: Tribune negatives including razor cuts protests, Melbourne, Victoria and Sydney, New South Wales, 1981-1982",1046066,110369998,1981-1982,1981-01-01 00:00:00,1982-12-31 00:00:00,42 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369998,http://archival.sl.nsw.gov.au/Details/archive/110369621,0,,demonstrations|demonstrators (political),
ON 160/Item 0630,0630,ITEM,"Item 0630: Tribune negatives including May Day march, Adelaide, South Australia and Jeff Stewart's drawings, 1981-1982",1046069,110370000,1981-1982,1981-01-01 00:00:00,1982-12-31 00:00:00,31 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370000,http://archival.sl.nsw.gov.au/Details/archive/110369621,0,,demonstrations|Drawings,
ON 160/Item 0631,0631,ITEM,"Item 0631: Tribune negatives including May Day march, Sydney, New South Wales, 1982",1046079,110370006,1982,1982-01-01 00:00:00,1982-12-31 00:00:00,30 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370006,http://archival.sl.nsw.gov.au/Details/archive/110369621,0,,demonstrations|May Day (Labor holiday)--New South Wales.,
ON 160/Item 0632,0632,ITEM,"Item 0632: Tribune negatives including cartoon works exhibited over May Day weekend, 1982",1046080,110370007,1982,1982-01-01 00:00:00,1982-12-31 00:00:00,40 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370007,http://archival.sl.nsw.gov.au/Details/archive/110369621,0,,political cartoons,
ON 160/Item 0633,0633,ITEM,"Item 0633: Tribune negatives including exhibition of cartoons and public viewing of exhibition, [1982]",1046083,110370008,1982,1982-01-01 00:00:00,1982-12-31 00:00:00,39 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370008,http://archival.sl.nsw.gov.au/Details/archive/110369621,0,,art exhibitions|political cartoons,
ON 160/Item 0634,0634,ITEM,"Item 0634: Tribune negatives including cartoon works exhibited over May Day weekend, 1982",1046084,110370009,1982,1982-01-01 00:00:00,1982-12-31 00:00:00,42 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370009,http://archival.sl.nsw.gov.au/Details/archive/110369621,0,,political cartoons|caricatures,
ON 160/Item 0635,0635,ITEM,"Item 0635: Tribune negatives including Lidcombe Workers Health Centre meeting and Royal Prince Alfred Hospital nurses protest, June-April 1982",1046085,110370010,June-April 1982,1982-01-01 00:00:00,1982-12-31 00:00:00,29 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370010,http://archival.sl.nsw.gov.au/Details/archive/110369621,0,,nurses|demonstrations|health centres|meetings,
ON 160/Item 0636,0636,ITEM,"Item 0636: Tribune negatives including peace rally, Sydney, New South Wales, March-April 1982",1046088,110370013,March-April 1982,1982-01-01 00:00:00,1982-12-31 00:00:00,12 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370013,http://archival.sl.nsw.gov.au/Details/archive/110369621,0,,political rallies|peace movement,
ON 160/Item 0637,0637,ITEM,"Item 0637: Tribune negatives including Earring Power Station under construction, New South Wales, May 1982",1046094,110370016,May 1982,1982-01-01 00:00:00,1982-12-31 00:00:00,39 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370016,http://archival.sl.nsw.gov.au/Details/archive/110369621,0,,power stations|building construction,
ON 160/Item 0638,0638,ITEM,"Item 0638: Tribune negatives including peace rally, Melbourne, Victoria, April 1982",1046095,110370017,April 1982,1982-01-01 00:00:00,1982-12-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370017,http://archival.sl.nsw.gov.au/Details/archive/110369621,0,,peace movement|rallies,
ON 160/Item 0639,0639,ITEM,"Item 0639: Tribune negatives including peace rally, Sydney, New South Wales, April 1982",1046097,110370019,April 1982,1982-01-01 00:00:00,1982-12-31 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370019,http://archival.sl.nsw.gov.au/Details/archive/110369621,0,,peace movement|rallies,
ON 160/Item 0640,0640,ITEM,"Item 0640: Tribune negatives including no dams protests, Sydney, New South Wales, March 1982",1046103,110370021,March 1982,1982-01-01 00:00:00,1982-12-31 00:00:00,44 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370021,http://archival.sl.nsw.gov.au/Details/archive/110369621,0,,demonstrations|demonstrators (political)|Demonstrations--New South Wales--Sydney.,
ON 160/Item 0641,0641,ITEM,"Item 0641: Tribune negatives including Crown Street Hospital protests, Wollongong, New South Wales, April 1982",1046105,110370023,April 1982,1982-01-01 00:00:00,1982-12-31 00:00:00,38 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370023,http://archival.sl.nsw.gov.au/Details/archive/110369621,0,,hospital personnel|demonstrations,
ON 160/Item 0642,0642,ITEM,"Item 0642: Tribune negatives including Malrinas protest, Sydney, New South Wales, 1982",1046106,110370024,1982,1982-01-01 00:00:00,1982-12-31 00:00:00,39 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370024,http://archival.sl.nsw.gov.au/Details/archive/110369621,0,,demonstrations|demonstrators (political),
ON 160/Item 0643,0643,ITEM,"Item 0643: Tribune negatives including peace march, Tasmania and health cuts protests, New South Wales, 1982",1046107,110370025,1982,1982-01-01 00:00:00,1982-12-31 00:00:00,30 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370025,http://archival.sl.nsw.gov.au/Details/archive/110369621,0,,peace movement|demonstrations,
ON 160/Item 0644,0644,ITEM,"Item 0644: Tribune negatives including speaker and protest on Committees in Solidarity with Central America and the Caribbean, 1982",1046108,110370026,1982,1982-01-01 00:00:00,1982-12-31 00:00:00,39 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370026,http://archival.sl.nsw.gov.au/Details/archive/110369621,0,,demonstrations|demonstrators (political)|orators,
ON 160/Item 0645,0645,ITEM,"Item 0645: Tribune negatives including Royal Easter Show and abortion protest, 1982",1046109,110370027,1982,1982-01-01 00:00:00,1982-12-31 00:00:00,42 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370027,http://archival.sl.nsw.gov.au/Details/archive/110369621,0,,demonstrations|shows & exhibitions,
ON 160/Item 0646,0646,ITEM,"Item 0646: Tribune negatives including May Day march, Melbourne, Victoria, May 1982",1046112,110370030,May 1982,1982-01-01 00:00:00,1982-12-31 00:00:00,50 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370030,http://archival.sl.nsw.gov.au/Details/archive/110369621,0,,demonstrations|demonstrators (political),
ON 160/Item 0647,0647,ITEM,"Item 0647: Tribune negatives including New Theatre 50 years exhibition, June 1982",1046113,110370031,June 1982,1982-01-01 00:00:00,1982-12-31 00:00:00,42 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370031,http://archival.sl.nsw.gov.au/Details/archive/110369621,0,,theatre posters|shows & exhibitions|anniversaries,
ON 160/Item 0648,0648,ITEM,"Item 0648: Tribune negatives including attendees at Communist Party of Australia 27th National Congress, June 1982",1046114,110370032,June 1982,1982-01-01 00:00:00,1982-12-31 00:00:00,47 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370032,http://archival.sl.nsw.gov.au/Details/archive/110369621,0,,conventions|groups (people),
ON 160/Item 0649,0649,ITEM,"Item 0649: Tribune negatives including CEEP protests, South Australia and Amalgamated Metal Workers and Shipwrights Union pamphlet launch, June 1982",1046115,110370033,June 1982,1982-01-01 00:00:00,1982-12-31 00:00:00,37 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370033,http://archival.sl.nsw.gov.au/Details/archive/110369621,0,,demonstrations|book launches,
ON 160/Item 0650,0650,ITEM,"Item 0650: Tribune negatives including Lebanese protests, Sydney, New South Wales, June-August 1982",1046116,110370034,June-August 1982,1982-01-01 00:00:00,1982-12-31 00:00:00,40 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370034,http://archival.sl.nsw.gov.au/Details/archive/110369621,0,,demonstrations|Lebanese people,
