call_number,item_number,level,title,object_number,priref,date_string,date_start,date_end,quantity,url,parent_url,number_images,images,subjects,people
ON 160/Item 0378,0378,ITEM,"Item 0378: Tribune negatives including Mary Whitehouse demonstration and rally, Sydney, New South Wales, October 1978",1045561,110369611,October 1978,1978-01-01 00:00:00,1978-12-31 00:00:00,39 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369611,http://archival.sl.nsw.gov.au/Details/archive/110369583,0,,abortion|demonstrations|rallies,
ON 160/Item 0379,0379,ITEM,"Item 0379: Tribune negatives including maternity leave demonstration, Melbourne, Victoria and rail workers meeting, Redfern, New South Wales, October 1978",1045562,110369612,October 1978,1978-01-01 00:00:00,1978-12-31 00:00:00,23 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369612,http://archival.sl.nsw.gov.au/Details/archive/110369583,0,,meetings|railway workers|demonstrations|women,
ON 160/Item 0380,0380,ITEM,"Item 0380: Tribune negatives including Phil Gissing, Vicki Wooten and PLO demonstration, Sydney, October 1978",1045563,110369613,October 1978,1978-01-01 00:00:00,1978-12-31 00:00:00,40 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369613,http://archival.sl.nsw.gov.au/Details/archive/110369583,0,,demonstrations|portraits,
ON 160/Item 0381,0381,ITEM,"Item 0381: Tribune negatives including Medibank demonstration, Melbourne, Victoria, November 1978",1045564,110369614,November 1978,1978-01-01 00:00:00,1978-12-31 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369614,http://archival.sl.nsw.gov.au/Details/archive/110369583,0,,demonstrations|demonstrators (political),
ON 160/Item 0382,0382,ITEM,"Item 0382: Tribune negatives including disarmament rally, Sydney, New South Wales, November 1978",1045565,110369615,November 1978,1978-01-01 00:00:00,1978-12-31 00:00:00,33 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369615,http://archival.sl.nsw.gov.au/Details/archive/110369583,0,,rallies|disarmament,
ON 160/Item 0383,0383,ITEM,"Item 0383: Tribune negatives including Wollongong City Council workers dispute, November 1978",1045566,110369616,November 1978,1978-01-01 00:00:00,1978-12-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369616,http://archival.sl.nsw.gov.au/Details/archive/110369583,0,,labour disputes|council workers,
ON 160/Item 0384,0384,ITEM,"Item 0384: Tribune negatives including citizens for democracy dinner and arbitration court demonstration, Melbourne, Victoria, November 1978",1045575,110369623,November 1978,1978-01-01 00:00:00,1978-12-31 00:00:00,42 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369623,http://archival.sl.nsw.gov.au/Details/archive/110369583,0,,dinners|demonstrations,
ON 160/Item 0385,0385,ITEM,"Item 0385: Tribune negatives including Malcolm Fraser and gay solidarity march, Sydney, New South Wales, November 1978",1045584,110369632,November 1978,1978-01-01 00:00:00,1978-12-31 00:00:00,42 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369632,http://archival.sl.nsw.gov.au/Details/archive/110369583,0,,demonstrations|men,"Fraser, Malcolm, 1930-"
ON 160/Item 0386,0386,ITEM,"Item 0386: Tribune negatives including Lou Gibson, D. Williams and Harry Carslate, November 1978",1045586,110369634,November 1978,1978-01-01 00:00:00,1978-12-31 00:00:00,16 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369634,http://archival.sl.nsw.gov.au/Details/archive/110369583,0,,portraits|demonstrations,
ON 160/Item 0387,0387,ITEM,"Item 0387: Tribune negatives including Clyde Cameron College (TUTA), December 1978",1045587,110369635,December 1978,1978-01-01 00:00:00,1978-12-31 00:00:00,41 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369635,http://archival.sl.nsw.gov.au/Details/archive/110369583,0,,schools & colleges,
ON 160/Item 0388,0388,ITEM,"Item 0388: Tribune negatives including women in unions, Philippines reactor demonstrations and APM meeting, December 1978",1045588,110369636,December 1978,1978-01-01 00:00:00,1978-12-31 00:00:00,34 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369636,http://archival.sl.nsw.gov.au/Details/archive/110369583,0,,demonstrations|meetings|women,
ON 160/Item 0389,0389,ITEM,"Item 0389: Tribune negatives including ABC picket and Tribune fair, Sydney, New South Wales, December 1978",1045592,110369639,December 1978,1978-01-01 00:00:00,1978-12-31 00:00:00,33 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369639,http://archival.sl.nsw.gov.au/Details/archive/110369583,0,,pickets|fetes,
ON 160/Item 0390,0390,ITEM,"Item 0390: Tribune negatives including budget rally, Canberra, Australian Capital Territory, December 1978",1045593,110369640,December 1978,1978-01-01 00:00:00,1978-12-31 00:00:00,33 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369640,http://archival.sl.nsw.gov.au/Details/archive/110369583,0,,rallies|budgets (government),
ON 160/Item 0391,0391,ITEM,"Item 0391: Tribune negatives including budget rally, Canberra, Australian Capital Territory, December 1978",1045594,110369641,December 1978,1978-01-01 00:00:00,1978-12-31 00:00:00,38 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369641,http://archival.sl.nsw.gov.au/Details/archive/110369583,0,,budgets (government)|rallies,
ON 160/Item 0392,0392,ITEM,"Item 0392: Tribune negatives including budget rally, Canberra, December 1978",1045595,110369642,December 1978,1978-01-01 00:00:00,1978-12-31 00:00:00,29 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369642,http://archival.sl.nsw.gov.au/Details/archive/110369583,0,,rallies|budgets (government),
ON 160/Item 0393,0393,ITEM,"Item 0393: Tribune negatives including budget rally, Canberra, Australian Capital Territory, December 1978",1045596,110369643,December 1978,1978-01-01 00:00:00,1978-12-31 00:00:00,21 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369643,http://archival.sl.nsw.gov.au/Details/archive/110369583,0,,rallies|budgets (government),
ON 160/Item 0394,0394,ITEM,"Item 0394: Tribune negatives including Parents, teachers and MAUM demonstrations, Melbourne, Victoria, December 1978",1045597,110369644,December 1978,1978-01-01 00:00:00,1978-12-31 00:00:00,38 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369644,http://archival.sl.nsw.gov.au/Details/archive/110369583,0,,demonstrations|migrants|teachers|parents,
ON 160/Item 0395,0395,ITEM,"Item 0395: Tribune negatives including Communist Party of Australia program, meeting, Newcastle, New South Wales, December 1978",1045599,110369646,December 1978,1978-01-01 00:00:00,1978-12-31 00:00:00,31 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369646,http://archival.sl.nsw.gov.au/Details/archive/110369583,0,,meetings|political parties,
ON 160/Item 0396,0396,ITEM,"Item 0396: Tribune negatives including Queensland solidarity demonstration and Medibank rally, Sydney, New South Wales, December 1978",1045600,110369647,December 1978,1978-01-01 00:00:00,1978-12-31 00:00:00,34 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369647,http://archival.sl.nsw.gov.au/Details/archive/110369583,0,,demonstrations|rallies,
ON 160/Item 0397,0397,ITEM,"Item 0397: Tribune negatives including ABC rally, Hyde Park and health workers demonstration, Sydney, New South Wales, December 1978",1045601,110369648,December 1978,1978-01-01 00:00:00,1978-12-31 00:00:00,31 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369648,http://archival.sl.nsw.gov.au/Details/archive/110369583,0,,rallies|demonstrations|health workers,
ON 160/Item 0398,0398,ITEM,"Item 0398: Tribune negatives including Communist Party of Australia Woman's Conference, Melbourne, Victoria, February 1979",1045603,110369650,February 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369650,http://archival.sl.nsw.gov.au/Details/archive/110369583,0,,conventions|women,
ON 160/Item 0399,0399,ITEM,"Item 0399: Tribune negatives including Aboriginal co-operative opening and South Africa demonstration against Wild Geese, Sydney, New South Wales, February 1979",1045604,110369651,February 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,32 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369651,http://archival.sl.nsw.gov.au/Details/archive/110369583,0,,demonstrations|cooperatives|Aboriginal peoples (Australians),
ON 160/Item 0400,0400,ITEM,"Item 0400: Tribune negatives including Neville Wran and Dick Roughsey at Tranby Aboriginal Co-op opening, February 1979",1045606,110369653,February 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,34 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369653,http://archival.sl.nsw.gov.au/Details/archive/110369583,0,,cooperatives|Aboriginal peoples (Australians)|men,
