call_number,item_number,level,title,object_number,priref,date_string,date_start,date_end,quantity,url,parent_url,number_images,images,subjects,people
ON 160/Item 0912,0912,ITEM,"Item 0912: Tribune negatives including peace march and International Women's Day book launch, March 1985",1055150,110370548,March 1985,1985-01-01 00:00:00,1985-12-31 00:00:00,29 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370548,http://archival.sl.nsw.gov.au/Details/archive/110369628,0,,demonstrations|book launches|women|Peace movements--Australia.,
ON 160/Item 0913,0913,ITEM,"Item 0913: Tribune negatives including Marxist summer school and unemployed peoples march, 1985",1055162,110370552,1985,1985-01-01 00:00:00,1985-12-31 00:00:00,32 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370552,http://archival.sl.nsw.gov.au/Details/archive/110369628,0,,summer schools|demonstrations|demonstrators (political),
ON 160/Item 0914,0914,ITEM,"Item 0914: Tribune negatives including Greenpeace ship and Eileen Beaver, 1984-1985",1055163,110370553,1984-1985,1984-01-01 00:00:00,1985-12-31 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370553,http://archival.sl.nsw.gov.au/Details/archive/110369628,0,,ships|women,
ON 160/Item 0915,0915,ITEM,"Item 0915: Tribune negatives including house eviction, Glebe, New South Wales and soup kitchen, 1984-1985",1055164,110370554,1984-1985,1984-01-01 00:00:00,1985-12-31 00:00:00,16 transparencies,http://archival.sl.nsw.gov.au/Details/archive/110370554,http://archival.sl.nsw.gov.au/Details/archive/110369628,23,FL691025|FL691027|FL691029|FL691031|FL691032|FL691034|FL691036|FL691038|FL691039|FL691041|FL691043|FL691045|FL691047|FL691049|FL691051|FL691052|FL691054|FL691056|FL691058|FL691059|FL691061|FL691062|FL691064,evictions|soup kitchens,
ON 160/Item 0916,0916,ITEM,"Item 0916: Tribune negatives including hotels in Queensland and Australian Council of Trade Unions art and working life video launch, Chullora, New South Wales, 1985-1986",1055165,110370555,1985-1986,1985-01-01 00:00:00,1986-12-31 00:00:00,30 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370555,http://archival.sl.nsw.gov.au/Details/archive/110369628,0,,launches|hotels & taverns,
ON 160/Item 0917,0917,ITEM,"Item 0917: Tribune negatives including Peace & Nuclear War in the Australian Landscape exhibition and Jim Falk at Inner West Peace Group, March 1985",1055167,110370556,March 1985,1985-01-01 00:00:00,1985-12-31 00:00:00,33 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370556,http://archival.sl.nsw.gov.au/Details/archive/110369628,0,,art exhibitions|peace movement,
ON 160/Item 0918,0918,ITEM,"Item 0918: Tribune negatives including Women's Liberation House and band at pub, Newtown, New South Wales, 1985",1055170,110370557,1985,1985-01-01 00:00:00,1985-12-31 00:00:00,25 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370557,http://archival.sl.nsw.gov.au/Details/archive/110369628,0,,women|bands,
ON 160/Item 0919,0919,ITEM,"Item 0919: Tribune negatives including Communist Party of Australia party and Latin America solidarity protest, November-December 1985",1055173,110370558,November-December 1985,1985-01-01 00:00:00,1985-12-31 00:00:00,37 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370558,http://archival.sl.nsw.gov.au/Details/archive/110369628,0,,demonstrations|parties|women,
ON 160/Item 0920,0920,ITEM,"Item 0920: Tribune negatives including Daintree Rainforest animal protest in Sydney Harbour, New South Wales, December 1985",1055174,110370559,December 1985,1985-01-01 00:00:00,1985-12-31 00:00:00,22 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370559,http://archival.sl.nsw.gov.au/Details/archive/110369628,0,,Sydney Harbour (N.S.W.)|demonstrations|harbours|boats,
ON 160/Item 0921,0921,ITEM,"Item 0921: Tribune negatives including views, people and buildings in Japan, [ca. 1985-1986]",1055176,110370560,ca. 1985-1986,1985-01-01 00:00:00,1986-12-31 00:00:00,37 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370560,http://archival.sl.nsw.gov.au/Details/archive/110369628,0,,Japan|city & town views|Japanese|city & town buildings,
ON 160/Item 0922,0922,ITEM,"Item 0922: Tribune negatives including protests in Philippines, February 1986",1055177,110370561,February 1986,1986-01-01 00:00:00,1986-12-31 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370561,http://archival.sl.nsw.gov.au/Details/archive/110369628,0,,Philippines|demonstrations,
ON 160/Item 0923,0923,ITEM,"Item 0923: Tribune negatives including protests and views, Philippines, February 1986",1055178,110370562,February 1986,1986-01-01 00:00:00,1986-12-31 00:00:00,39 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370562,http://archival.sl.nsw.gov.au/Details/archive/110369628,0,,Philippines|demonstrations|city & town views,
ON 160/Item 0924,0924,ITEM,"Item 0924: Tribune negatives including Nuclear Free Pacific, Equal pay and Chile solidarity protests, February-March 1986",1055180,110370563,February-March 1986,1986-01-01 00:00:00,1986-12-31 00:00:00,40 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370563,http://archival.sl.nsw.gov.au/Details/archive/110369628,0,,demonstrations|wages|Antinuclear movement--Australia.,
ON 160/Item 0925,0925,ITEM,"Item 0925: Tribune negatives including Sydney Gay Mardi Gras opening and Philippine women, February-March 1986",1055182,110370564,February-March 1986,1986-01-01 00:00:00,1986-12-31 00:00:00,31 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370564,http://archival.sl.nsw.gov.au/Details/archive/110369628,0,,Philippine people|women|gays|lesbians,
ON 160/Item 0926,0926,ITEM,"Item 0926: Tribune negatives including steelworks, hospital, Coalcliff Colliery and International Women's Day dinner, Wollongong, New South Wales, 1986",1055184,110370565,1986,1986-01-01 00:00:00,1986-12-31 00:00:00,40 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370565,http://archival.sl.nsw.gov.au/Details/archive/110369628,0,,dinners|iron & steel works|hospitals|coalmines,
ON 160/Item 0927,0927,ITEM,"Item 0927: Tribune negatives including petrol pumps and Pacific Festival, February-March 1986",1055191,110370571,February-March 1986,1986-01-01 00:00:00,1986-12-31 00:00:00,33 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370571,http://archival.sl.nsw.gov.au/Details/archive/110369628,0,,"petrol pumps|festivals, celebrations etc.",
ON 160/Item 0928,0928,ITEM,"Item 0928: Tribune negatives including Brian Gore, Maureen Watson and Jack Hughes, March 1986",1055194,110370573,March 1986,1986-01-01 00:00:00,1986-12-31 00:00:00,33 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370573,http://archival.sl.nsw.gov.au/Details/archive/110369628,0,,portraits|men|women,
ON 160/Item 0929,0929,ITEM,"Item 0929: Tribune negatives including Grimes childcare, Sydney University, New South Wales and childcare protests, Victoria, March 1986",1055195,110370574,March 1986,1986-01-01 00:00:00,1986-12-31 00:00:00,47 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370574,http://archival.sl.nsw.gov.au/Details/archive/110369628,0,,demonstrations|child care|child-care workers,
ON 160/Item 0930,0930,ITEM,"Item 0930: Tribune negatives including Brian Gore and Eta Rosales, March 1986",1055196,110370575,March 1986,1986-01-01 00:00:00,1986-12-31 00:00:00,40 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370575,http://archival.sl.nsw.gov.au/Details/archive/110369628,0,,portraits,
ON 160/Item 0931,0931,ITEM,"Item 0931: Tribune negatives including Tasmania wood chipping protest and Sutherland Shire Resident Action Group, March-April 1986",1055201,110370579,March-April 1986,1986-01-01 00:00:00,1986-12-31 00:00:00,39 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370579,http://archival.sl.nsw.gov.au/Details/archive/110369628,0,,demonstrations|groups (people),
ON 160/Item 0932,0932,ITEM,"Item 0932: Tribune negatives including anti-apartheid boycott and nurses protest, April 1986",1055203,110370580,April 1986,1986-01-01 00:00:00,1986-12-31 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370580,http://archival.sl.nsw.gov.au/Details/archive/110369628,0,,demonstrations|nurses|apartheid,
ON 160/Item 0933,0933,ITEM,"Item 0933: Tribune negatives including American consulate protest and Palm Sunday, April 1986",1055204,110370581,April 1986,1986-01-01 00:00:00,1986-12-31 00:00:00,41 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370581,http://archival.sl.nsw.gov.au/Details/archive/110369628,0,,consulates|demonstrations,
ON 160/Item 0934,0934,ITEM,"Item 0934: Tribune negatives including Palm Sunday and ABC production officers, March-April 1986",1055206,110370583,March-April 1986,1986-01-01 00:00:00,1986-12-31 00:00:00,44 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370583,http://archival.sl.nsw.gov.au/Details/archive/110369628,0,,demonstrations|workers,
ON 160/Item 0935,0935,ITEM,"Item 0935: Tribune negatives including Broad Left Conference, April 1986",1055207,110370584,April 1986,1986-01-01 00:00:00,1986-12-31 00:00:00,39 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370584,http://archival.sl.nsw.gov.au/Details/archive/110369628,0,,conventions|orators,
ON 160/Item 0936,0936,ITEM,"Item 0936: Tribune negatives including Maralinga meeting and gay youth refuge, March-April 1986",1055216,110370586,March-April 1986,1986-01-01 00:00:00,1986-12-31 00:00:00,39 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370586,http://archival.sl.nsw.gov.au/Details/archive/110369628,0,,meetings|land rights|gays|youth refuges,
ON 160/Item 0937,0937,ITEM,"Item 0937: Tribune negatives including Palm Sunday vigils, Manly Warringah region, New South Wales and public housing protests, March-May 1986",1055219,110370587,March-May 1986,1986-01-01 00:00:00,1986-12-31 00:00:00,40 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370587,http://archival.sl.nsw.gov.au/Details/archive/110369628,0,,demonstrations|public housing|demonstrators (political),
ON 160/Item 0939,0939,ITEM,"Item 0939: Tribune negatives including multicultural festival and Philipp Gabriella, Joy Balazo, May 1986",1055220,110370588,May 1986,1986-01-01 00:00:00,1986-12-31 00:00:00,41 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370588,http://archival.sl.nsw.gov.au/Details/archive/110369628,0,,"festivals, celebrations etc.|multiculturalism|women",
ON 160/Item 0940,0940,ITEM,"Item 0940: Tribune negatives including combined unions picket and Carol O'Donnell, Deb Brennan at book launch, May 1986",1055223,110370590,May 1986,1986-01-01 00:00:00,1986-12-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370590,http://archival.sl.nsw.gov.au/Details/archive/110369628,0,,pickets|trade unions|book launches|women,
ON 160/Item 0941,0941,ITEM,"Item 0941: Tribune negatives including women at Anzac Day and police at builder labourer's strike, April-May 1986",1055224,110370591,April-May 1986,1986-01-01 00:00:00,1986-12-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370591,http://archival.sl.nsw.gov.au/Details/archive/110369628,0,,building labourers|strikes|women|police,
ON 160/Item 0942,0942,ITEM,"Item 0942: Tribune negatives including May Day march and University of Sydney, May 1986",1055225,110370592,May 1986,1986-01-01 00:00:00,1986-12-31 00:00:00,39 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370592,http://archival.sl.nsw.gov.au/Details/archive/110369628,0,,University of Sydney (N.S.W.)|demonstrations|universities|university buildings,
ON 160/Item 0943,0943,ITEM,"Item 0943: Tribune negatives including anti-nuclear protest, Lucas Heights, New South Wales and gay conference, April-May 1986",1055227,110370593,April-May 1986,1986-01-01 00:00:00,1986-12-31 00:00:00,45 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370593,http://archival.sl.nsw.gov.au/Details/archive/110369628,0,,conventions|gays|lesbians|demonstrations|Antinuclear movement--Australia.,
ON 160/Item 0944,0944,ITEM,"Item 0944: Tribune negatives including monorail protest and Australian republic meeting, May 1986",1055228,110370594,May 1986,1986-01-01 00:00:00,1986-12-31 00:00:00,41 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370594,http://archival.sl.nsw.gov.au/Details/archive/110369628,0,,meetings|demonstrations|demonstrators (political),
ON 160/Item 0945,0945,ITEM,"Item 0945: Tribune negatives including Anzac Day and May Day marches, May 1986",1055234,110370599,May 1986,1986-01-01 00:00:00,1986-12-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370599,http://archival.sl.nsw.gov.au/Details/archive/110369628,0,,demonstrations|women|returned servicepeople|demonstrators (political),
ON 160/Item 0946,0946,ITEM,"Item 0946: Tribune negatives including Metal Trade Union stop working meeting and May Day march, Melbourne, Victoria, May 1986",1055236,110370601,May 1986,1986-01-01 00:00:00,1986-12-31 00:00:00,45 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370601,http://archival.sl.nsw.gov.au/Details/archive/110369628,0,,meetings|demonstrations|iron & steel industry,
ON 160/Item 0947,0947,ITEM,"Item 0947: Tribune negatives including Australian Labor Party State Conference and Soweto Day protests, June 1986",1055237,110370602,June 1986,1986-01-01 00:00:00,1986-12-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370602,http://archival.sl.nsw.gov.au/Details/archive/110369628,0,,demonstrations|political parties|conventions,
ON 160/Item 0948,0948,ITEM,"Item 0948: Tribune negatives including protests outside Australian Labor Party State Conference, Melbourne, Victoria, June-July 1986",1055239,110370604,June-July 1986,1986-01-01 00:00:00,1986-12-31 00:00:00,37 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370604,http://archival.sl.nsw.gov.au/Details/archive/110369628,0,,demonstrations|demonstrators (political)|voting,
ON 160/Item 0949,0949,ITEM,"Item 0949: Tribune negatives including dockyard, seamen workers and anti-apartheid protests, Melbourne, Victoria, June 1986",1055240,110370605,June 1986,1986-01-01 00:00:00,1986-12-31 00:00:00,34 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370605,http://archival.sl.nsw.gov.au/Details/archive/110369628,0,,workers|demonstrations|wharf labourers|apartheid,
ON 160/Item 0950,0950,ITEM,"Item 0950: Tribune negatives including nuclear warship protest at station pier, Melbourne, Victoria, June-July 1986",1055241,110370606,June-July 1986,1986-01-01 00:00:00,1986-12-31 00:00:00,34 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370606,http://archival.sl.nsw.gov.au/Details/archive/110369628,0,,warships|demonstrations|jetties & wharves,
