series_number,part_number,item_number,level,title,call_number,object_number,priref,date_string,date_start,date_end,quantity,url,parent_url,number_images,images,description,subjects,topics,people,places
03,11,0801,ITEM,"Item 0801: Tribune negatives including nuke protest and warship visit, Melbourne, Victoria, March-April 1984",ON 160/Item 0801,1054259,110370356,March-April 1984,1984-01-01 00:00:00,1984-12-31 00:00:00,18 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370356,http://archival.sl.nsw.gov.au/Details/archive/110369626,18,FL4439265|FL4439266|FL4439267|FL4439268|FL4439269|FL4439270|FL4439271|FL4439272|FL4439273|FL4439274|FL4439275|FL4439276|FL4439277|FL4439278|FL4439279|FL4439280|FL4439281|FL4439282,"Includes:|Peace march, Sydney, April 1984|Socialist Fen Conference, Melbourne, March 1984|Nuke demonstration, Melbourne Warship visit, March 1984|Art forum Melbourne, March 1984",Antinuclear movement--Australia.,demonstrations|warships,,
03,11,0802,ITEM,"Item 0802: Tribune negatives including Seamen's Union picket, Sydney, New South Wales, April 1984",ON 160/Item 0802,1054262,110370357,April 1984,1984-01-01 00:00:00,1984-12-31 00:00:00,18 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370357,http://archival.sl.nsw.gov.au/Details/archive/110369626,18,FL4442070|FL4442071|FL4442073|FL4442076|FL4442077|FL4442078|FL4442080|FL4442082|FL4442084|FL4442085|FL4442086|FL4442089|FL4442091|FL4442092|FL4442093|FL4442094|FL4442095|FL4442096,"Includes:|Seamens Union picket, Sydney, April 1984|Original negative sleeve titled Seamens Union picket, Sydney, April 84",,sailors|pickets,,
03,11,0803,ITEM,"Item 0803: Tribune negatives including peace march, Sydney, New South Wales, April 1984",ON 160/Item 0803,1054270,110370358,April 1984,1984-01-01 00:00:00,1984-12-31 00:00:00,19 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370358,http://archival.sl.nsw.gov.au/Details/archive/110369626,19,FL4440731|FL4440735|FL4440737|FL4440739|FL4440741|FL4440743|FL4440747|FL4440749|FL4440751|FL4440752|FL4440755|FL4440758|FL4440759|FL4440761|FL4440762|FL4440764|FL4440765|FL4440769|FL4440770,"Includes:|Peace march, Sydney, April 1984|Original negative sleeve titled Sydney peace march, 15 April 84",,demonstrations|peace movement,,
03,11,0804,ITEM,"Item 0804: Tribune negatives including peace march and city council elections, Melbourne, Victoria, April 1984",ON 160/Item 0804,1054271,110370359,April 1984,1984-01-01 00:00:00,1984-12-31 00:00:00,26 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370359,http://archival.sl.nsw.gov.au/Details/archive/110369626,26,FL4441097|FL4441099|FL4441101|FL4441104|FL4441105|FL4441106|FL4441107|FL4441108|FL4441112|FL4441113|FL4441114|FL4441116|FL4441118|FL4441120|FL4441123|FL4441125|FL4441126|FL4441128|FL4441129|FL4441131|FL4441133|FL4441135|FL4441136|FL4441137|FL4441139|FL4441141,"Includes:|Peace march, Melbourne, April 1984|Original negative sleeve titled Melb peace march / Sydney Council, Melb, April 84",,demonstrations|peace movement|elections,,
03,11,0805,ITEM,"Item 0805: Tribune negatives including peace march, Sydney, New South Wales, April 1984",ON 160/Item 0805,1054273,110370360,April 1984,1984-01-01 00:00:00,1984-12-31 00:00:00,19 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370360,http://archival.sl.nsw.gov.au/Details/archive/110369626,19,FL4441790|FL4441791|FL4441792|FL4441793|FL4441794|FL4441795|FL4441796|FL4441797|FL4441798|FL4441799|FL4441800|FL4441801|FL4441802|FL4441803|FL4441804|FL4441808|FL4441809|FL4441810|FL4441811,"Includes:|Peace march, Sydney, April 1984|Original negative sleeve titled Sydney",,peace movement|demonstrations,,
03,11,0806,ITEM,"Item 0806: Tribune negatives including peace march, Melbourne, Victoria, April 1984",ON 160/Item 0806,1054327,110370361,April 1984,1984-01-01 00:00:00,1984-12-31 00:00:00,22 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370361,http://archival.sl.nsw.gov.au/Details/archive/110369626,22,FL4441538|FL4441539|FL4441542|FL4441544|FL4441546|FL4441547|FL4441548|FL4441550|FL4441552|FL4441554|FL4441557|FL4441560|FL4441561|FL4441563|FL4441565|FL4441566|FL4441568|FL4441572|FL4441574|FL4441577|FL4441579|FL4441580,"Includes:|Peace march, Melbourne, April 1984|Original negative sleeve titled Melb Peace March, 15 April 84",,peace movement|demonstrations,,
03,11,0807,ITEM,"Item 0807: Tribune negatives including peace march, Sydney, New South Wales, April 1984",ON 160/Item 0807,1054432,110370363,April 1984,1984-01-01 00:00:00,1984-12-31 00:00:00,11 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370363,http://archival.sl.nsw.gov.au/Details/archive/110369626,11,FL4441559|FL4441562|FL4441564|FL4441567|FL4441569|FL4441570|FL4441571|FL4441573|FL4441575|FL4441576|FL4441578,"Original negative sleeve titled Peace march, Sydney, April 84",,demonstrations|peace movement,,
03,11,0808,ITEM,"Item 0808: Tribune negatives including Medicare rally, Sydney, New South Wales, April 1984",ON 160/Item 0808,1054433,110370364,April 1984,1984-01-01 00:00:00,1984-12-31 00:00:00,14 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370364,http://archival.sl.nsw.gov.au/Details/archive/110369626,14,FL4440299|FL4440301|FL4440302|FL4440304|FL4440306|FL4440309|FL4440310|FL4440312|FL4440314|FL4440315|FL4440317|FL4440318|FL4440320|FL4440321,"Includes:|Medicare rally, Sydney, April 1984|Original negative sleeve titled Medicare rally, Sydney, April '84",,rallies|health services,,
03,11,0809,ITEM,"Item 0809: Tribune negatives including industrial health picket, Melbourne, Victoria and Building Workers' Industrial Union election, [ca. 1984]",ON 160/Item 0809,1054434,110370365,1984,1984-01-01 00:00:00,1984-12-31 00:00:00,15 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370365,http://archival.sl.nsw.gov.au/Details/archive/110369626,15,FL4441176|FL4441178|FL4441181|FL4441182|FL4441185|FL4441187|FL4441188|FL4441190|FL4441193|FL4441195|FL4441196|FL4441198|FL4441201|FL4441202|FL4441204,"Original negative sleeve titled Building Workers' Industrial Union elections, Barbara Hartford and industrial health picket, Melb",,pickets|industrial workers|construction & demolition workers,,
03,11,0811,ITEM,"Item 0811: Tribune negatives including Communist Party of Australia 5th District Conference and Tribune workers at Dixson Street, May 1984",ON 160/Item 0811,1054924,110370375,May 1984,1984-01-01 00:00:00,1984-12-31 00:00:00,30 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370375,http://archival.sl.nsw.gov.au/Details/archive/110369626,30,FL4439397|FL4439399|FL4439402|FL4439403|FL4439404|FL4439405|FL4439406|FL4439407|FL4439408|FL4439410|FL4439411|FL4439414|FL4439416|FL4439417|FL4439418|FL4439421|FL4439422|FL4439425|FL4439426|FL4439428|FL4439429|FL4439430|FL4439431|FL4439432|FL4439433|FL4439436|FL4439437|FL4439438|FL4439440|FL4439442,"Includes:|Tribune workers at Dixson Street, May 1984|ANU[?], Australian Workers Union, May 1984|Colleen Chesterman, May 1984|Communist Party of Australia District Conference 5th, May 1984",,conventions|newspaper offices,,
