call_number,item_number,level,title,object_number,priref,date_string,date_start,date_end,quantity,url,parent_url,number_images,images,subjects,people
ON 160/Item 0417,0417,ITEM,"Item 0417: Tribune negatives including ANZAC Day, May 1979",1045647,110369687,May 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,37 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369687,http://archival.sl.nsw.gov.au/Details/archive/110369617,0,,processions|military parades,Anzac Day
ON 160/Item 0418,0418,ITEM,"Item 0418: Tribune negatives including portraits of Alexandra Kollontay, May 1979",1045648,110369688,May 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,20 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369688,http://archival.sl.nsw.gov.au/Details/archive/110369617,0,,portraits|Drawings,
ON 160/Item 0419,0419,ITEM,"Item 0419: Tribune negatives including abortion demonstration and dancers for MAUM poster, May 1979",1045649,110369689,May 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,37 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369689,http://archival.sl.nsw.gov.au/Details/archive/110369617,0,,dancers|demonstrations|abortion,
ON 160/Item 0420,0420,ITEM,"Item 0420: Tribune negatives including TTAV, VSTA and Industrial Relations Bureau rallies, Melbourne, Victoria, May 1979",1045650,110369690,May 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,24 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369690,http://archival.sl.nsw.gov.au/Details/archive/110369617,0,,rallies|demonstrators (political),
ON 160/Item 0421,0421,ITEM,"Item 0421: Tribune negatives including Qantas twin towers, May 1979",1045651,110369691,May 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,28 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369691,http://archival.sl.nsw.gov.au/Details/archive/110369617,0,,"buildings, structures & establishments|towers",
ON 160/Item 0422,0422,ITEM,"Item 0422: Tribune negatives including Sydney District Conference and John's & Waygood stop work picket, May 1979",1045654,110369692,May 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,25 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369692,http://archival.sl.nsw.gov.au/Details/archive/110369617,0,,pickets|conventions,"Mundey, Judith Ann, 1944-"
ON 160/Item 0423,0423,ITEM,"Item 0423: Tribune negatives including Industrial Relations Bureau rally, Melbourne, Victoria, May 1979",1045656,110369693,May 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,25 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369693,http://archival.sl.nsw.gov.au/Details/archive/110369617,0,,trade unions|rallies,
ON 160/Item 0424,0424,ITEM,"Item 0424: Tribune negatives including Migrant Education Conference, Sydney, New South Wales, May 1979",1045660,110369694,May 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,32 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369694,http://archival.sl.nsw.gov.au/Details/archive/110369617,0,,conventions|education,
ON 160/Item 0425,0425,ITEM,"Item 0425: Tribune negatives including Sydney and Oliver Strewe, May-September 1979",1045663,110369695,May-September 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,32 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369695,http://archival.sl.nsw.gov.au/Details/archive/110369617,0,,industrial areas|men,
ON 160/Item 0426,0426,ITEM,"Item 0426: Tribune negatives including Australian Postal & Telecommunications Union meeting and Unemployed Conference, Sydney, New South Wales, May 1979",1045664,110369696,May 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369696,http://archival.sl.nsw.gov.au/Details/archive/110369617,0,,conventions|trade unions|postal workers|communication workers,
ON 160/Item 0427,0427,ITEM,"Item 0427: Tribune negatives including Communist Party of Australia Sydney District Conference, and Council of Australian Government Employee Organisations rally, May 1979",1045668,110369698,May 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,22 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369698,http://archival.sl.nsw.gov.au/Details/archive/110369617,0,,rallies|conventions,
ON 160/Item 0428,0428,ITEM,"Item 0428: Tribune negatives including Tribune newspaper sellers, Tasmania, May 1979",1045670,110369700,May 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,25 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369700,http://archival.sl.nsw.gov.au/Details/archive/110369617,0,,newspaper sellers|demonstrations,
ON 160/Item 0429,0429,ITEM,"Item 0429: Tribune negatives including May Day demonstrations, Sydney, New South Wales, May 1979",1045671,110369701,May 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,37 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369701,http://archival.sl.nsw.gov.au/Details/archive/110369617,0,,demonstrations|May Day (Labor holiday)--New South Wales.,
ON 160/Item 0430,0430,ITEM,"Item 0430: Tribune negatives including May Day demonstrations, Sydney, New South Wales, May 1979",1045672,110369702,May 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,25 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369702,http://archival.sl.nsw.gov.au/Details/archive/110369617,0,,demonstrations|May Day (Labor holiday)--New South Wales.,
ON 160/Item 0431,0431,ITEM,"Item 0431: Tribune negatives including Balmain-Trie demonstration, May 1979",1045673,110369703,May 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,21 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369703,http://archival.sl.nsw.gov.au/Details/archive/110369617,0,,demonstrations,
ON 160/Item 0432,0432,ITEM,"Item 0432: Tribune negatives including Newcastle, New South Wales, May 1979",1045678,110369707,May 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,21 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369707,http://archival.sl.nsw.gov.au/Details/archive/110369617,0,,Newcastle (N.S.W.)|Newcastle (N.S.W.)--Pictorial works.,
ON 160/Item 0433,0433,ITEM,"Item 0433: Tribune negatives including Anti Nuclear Conference and women refuges demonstration, Sydney, New South Wales, May 1979",1045679,110369708,May 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369708,http://archival.sl.nsw.gov.au/Details/archive/110369617,0,,conventions|demonstrations,
ON 160/Item 0434,0434,ITEM,"Item 0434: Tribune negatives including women refuges national day, May 1979",1045680,110369709,May 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,19 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369709,http://archival.sl.nsw.gov.au/Details/archive/110369617,0,,women|demonstrations,
ON 160/Item 0435,0435,ITEM,"Item 0435: Tribune negatives including teachers 18:12 campaign and uranium demonstration, New South Wales, June 1979",1045681,110369710,June 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,33 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369710,http://archival.sl.nsw.gov.au/Details/archive/110369617,0,,uranium|demonstrations|teachers,
ON 160/Item 0436,0436,ITEM,"Item 0436: Tribune negatives including Joe Scott, Ken Smith, Eric Parker, Nipper Neave, John Healy, Mal Hynes and Rick Divers, June 1979",1045682,110369711,June 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,30 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369711,http://archival.sl.nsw.gov.au/Details/archive/110369617,0,,men|portraits,
ON 160/Item 0437,0437,ITEM,"Item 0437: Tribune negatives including CSR dispute, June 1979",1045684,110369712,June 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,23 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369712,http://archival.sl.nsw.gov.au/Details/archive/110369617,0,,labour disputes|sugar refineries,
ON 160/Item 0438,0438,ITEM,"Item 0438: Tribune negatives including uranium demonstration, Chatswood, New South Wales, June 1979",1045686,110369714,June 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,28 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369714,http://archival.sl.nsw.gov.au/Details/archive/110369617,0,,demonstrations|uranium,
ON 160/Item 0439,0439,ITEM,"Item 0439: Tribune negatives including Communist Party of Australia State Conference and public servants stop work, Melbourne, Victoria, June 1979",1045687,110369715,June 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,26 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369715,http://archival.sl.nsw.gov.au/Details/archive/110369617,0,,conventions|public servants|meetings,
ON 160/Item 0440,0440,ITEM,"Item 0440: Tribune negatives including secret uranium mine, Townsville, Queensland, June 1979",1045688,110369716,June 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,3 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369716,http://archival.sl.nsw.gov.au/Details/archive/110369617,0,,uranium mines,
ON 160/Item 0441,0441,ITEM,"Item 0441: Tribune negatives including health cuts protest, Sydney, New South Wales, June 1979",1045690,110369718,June 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,31 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369718,http://archival.sl.nsw.gov.au/Details/archive/110369617,0,,demonstrations|health services,
ON 160/Item 0442,0442,ITEM,"Item 0442: Tribune negatives including Communist Party of Australia Congress, June 1979",1045691,110369719,June 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,34 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369719,http://archival.sl.nsw.gov.au/Details/archive/110369617,0,,conventions|portraits,
ON 160/Item 0443,0443,ITEM,"Item 0443: Tribune negatives including Australian Labor Party New South Wales Conference, Sydney, New South Wales, June 1979",1045692,110369720,June 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,34 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369720,http://archival.sl.nsw.gov.au/Details/archive/110369617,0,,conventions|political parties,
ON 160/Item 0444,0444,ITEM,"Item 0444: Tribune negatives including anti-French protest, Sydney, New South Wales, June 1979",1045693,110369721,June 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,15 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369721,http://archival.sl.nsw.gov.au/Details/archive/110369617,0,,demonstrations|portraits,
ON 160/Item 0445,0445,ITEM,"Item 0445: Tribune negatives including Chile Women's Centre and teachers demonstration, Rundle Mall, South Australia, June-July 1979",1045694,110369722,June-July 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,24 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369722,http://archival.sl.nsw.gov.au/Details/archive/110369617,0,,demonstrations|teachers|women,
ON 160/Item 0446,0446,ITEM,"Item 0446: Tribune negatives including Wollongong unionists march against Western Australia penal powers, July 1979",1045695,110369723,July 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,18 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369723,http://archival.sl.nsw.gov.au/Details/archive/110369617,0,,demonstrations|trade unionists,
ON 160/Item 0447,0447,ITEM,"Item 0447: Tribune negatives including teachers 18:12 campaign, New South Wales, June-July 1979",1045696,110369724,June-July 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,24 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369724,http://archival.sl.nsw.gov.au/Details/archive/110369617,0,,meetings|teachers,
ON 160/Item 0448,0448,ITEM,"Item 0448: Tribune negatives including Mascot airport demonstration and gay rights march, Sydney, New South Wales, July 1979",1045697,110369725,July 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369725,http://archival.sl.nsw.gov.au/Details/archive/110369617,0,,demonstrations|airports|gays|gay rights,
ON 160/Item 0449,0449,ITEM,"Item 0449: Tribune negatives including pensioners rally, Melbourne, Victoria, July 1979",1045698,110369726,July 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,31 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369726,http://archival.sl.nsw.gov.au/Details/archive/110369617,0,,rallies|pensioners,
ON 160/Item 0450,0450,ITEM,"Item 0450: Tribune negatives including gay rights march, Sydney, New South Wales, July 1979",1045699,110369727,July 1979,1979-01-01 00:00:00,1979-12-31 00:00:00,31 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369727,http://archival.sl.nsw.gov.au/Details/archive/110369617,0,,demonstrations|gay rights,
