call_number,item_number,level,title,object_number,priref,date_string,date_start,date_end,quantity,url,parent_url,number_images,images,subjects,people
ON 160/Item 0661,0661,ITEM,"Item 0661: Tribune negatives including support for miners, Wollongong, New South Wales, October 1982",1050837,110370081,October 1982,1982-01-01 00:00:00,1982-12-31 00:00:00,23 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370081,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,miners|meetings,
ON 160/Item 0662,0662,ITEM,"Item 0662: Tribune negatives including Franklin Dam protest and band at Women & Arts Festival, October 1982",1050838,110370082,October 1982,1982-01-01 00:00:00,1982-12-31 00:00:00,42 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370082,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,demonstrations|bands,
ON 160/Item 0663,0663,ITEM,"Item 0663: Tribune negatives including welfare group public meeting, October 1982",1050841,110370083,October 1982,1982-01-01 00:00:00,1982-12-31 00:00:00,52 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370083,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,meetings|welfare workers,
ON 160/Item 0664,0664,ITEM,"Item 0664: Tribune negatives including Hilton protest, support for victims, 1982",1050843,110370084,1982,1982-01-01 00:00:00,1982-12-31 00:00:00,40 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370084,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,demonstrations|demonstrators (political),
ON 160/Item 0665,0665,ITEM,"Item 0665: Tribune negatives including land rights protest, Sydney, New South Wales and general strike, Queensland, 1982",1050845,110370085,1982,1982-01-01 00:00:00,1982-12-31 00:00:00,39 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370085,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,land rights|demonstrations|strikes|workers,
ON 160/Item 0666,0666,ITEM,"Item 0666: Tribune negatives including Lebanon solidarity protest, Sydney, New South Wales, 1982",1050846,110370086,1982,1982-01-01 00:00:00,1982-12-31 00:00:00,33 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370086,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,demonstrations|Lebanese people,
ON 160/Item 0667,0667,ITEM,"Item 0667: Tribune negatives including meeting relating to Women and Arts Festival, 1982",1050847,110370087,1982,1982-01-01 00:00:00,1982-12-31 00:00:00,34 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370087,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,"meetings|festivals, celebrations etc.","Cluff, Flo, 1902-1990"
ON 160/Item 0669,0669,ITEM,"Item 0669: Tribune negatives including teachers rally regarding cuts to public education, New South Wales, October-November 1982",1050850,110370088,October-November 1982,1982-01-01 00:00:00,1982-12-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370088,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,political rallies|teachers|education,
ON 160/Item 0670,0670,ITEM,"Item 0670: Tribune negatives including social workers union rally, Sydney, New South Wales, November 1982",1050853,110370090,November 1982,1982-01-01 00:00:00,1982-12-31 00:00:00,40 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370090,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,political rallies|welfare workers,
ON 160/Item 0671,0671,ITEM,"Item 0671: Tribune negatives including Building Workers Industrial Union of Australia book launch and concert for workers at Sydney Entertainment Centre, New South Wales, November 1982",1050855,110370091,November 1982,1982-01-01 00:00:00,1982-12-31 00:00:00,38 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370091,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,book launches|concerts,
ON 160/Item 0672,0672,ITEM,"Item 0672: Tribune negatives including International Women's Day, Sydney, New South Wales, February-March 1983",1050860,110370094,February-March 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,32 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370094,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,women|demonstrations,
ON 160/Item 0672A,0672,ITEM,"Item 0672A: Tribune negatives including political rally and portraits of men at front of A.M.W. building, February 1983",1050862,110370096,February 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,37 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370096,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,political rallies|portraits,
ON 160/Item 0673,0673,ITEM,"Item 0673: Tribune negatives including industrial pickets, South Australia, March-April 1983",1050866,110370099,March-April 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,43 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370099,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,pickets|industrial workers,
ON 160/Item 0674,0674,ITEM,"Item 0674: Tribune negatives including ANZAC Day rape march, Sydney, New South Wales, April 1983",1050868,110370101,1983,1983-01-01 00:00:00,1983-12-31 00:00:00,29 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370101,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,rape|women|demonstrations,
ON 160/Item 0675,0675,ITEM,"Item 0675: Tribune negatives including Franklin Dam and Aboriginal protest, Tasmania, January-April 1983",1050871,110370103,January-April 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,37 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370103,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,demonstrations|Aboriginal peoples (Australians)|dams & reservoirs,
ON 160/Item 0675A,0675,ITEM,"Item 0675A: Tribune negatives including peace march, Sydney and Wollongong Union rally, New South Wales, April 1983",1050872,110370104,April 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,41 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370104,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,rallies|demonstrations|peace movement,
ON 160/Item 0678,0678,ITEM,"Item 0678: Tribune negatives including migrant kids dance festival, Sydney, New South Wales, 1982",1050880,110370107,1982,1982-01-01 00:00:00,1982-12-31 00:00:00,40 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370107,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,"children|migrants|dancers|festivals, celebrations etc.",
ON 160/Item 0679,0679,ITEM,"Item 0679: Tribune negatives including Bob Hawke election rally, Sydney Opera House, Sydney, New South Wales, February-March 1983",1050881,110370108,February-March 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370108,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,elections|politicians|political rallies,
ON 160/Item 0679A,0679,ITEM,"Item 0679A: Tribune negatives including King Gee retrenchments and protest, Wollongong, New South Wales, 1982",1050882,110370109,1982,1982-01-01 00:00:00,1982-12-31 00:00:00,41 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370109,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,demonstrations|retrenchments|clothing industry workers,
ON 160/Item 0680,0680,ITEM,"Item 0680: Tribune negatives including ship graffiti as part of Australian National Line dispute, April 1983",1050883,110370110,April 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,24 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370110,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,ships|graffiti|demonstrations,
ON 160/Item 0681,0681,ITEM,"Item 0681: Tribune negatives including Fraser's last rally, Sydney, New South Wales, February 1983",1050884,110370111,February 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,41 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370111,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,political rallies|politicians,"Fraser, Malcolm, 1930-"
ON 160/Item 0682,0682,ITEM,"Item 0682: Tribune negatives including Bill Kelly, in Wollongong Hospital recovering from shooting, March 1983",1050895,110370116,March 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,29 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370116,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,patients|men|recovery rooms,
ON 160/Item 0682A,0682,ITEM,"Item 0682A: Tribune negatives including peace march, Tasmania, March-April 1983",1050898,110370119,March-April 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,30 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370119,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,peace movement|demonstrations,
ON 160/Item 0683,0683,ITEM,"Item 0683: Tribune negatives including peace march, Sydney, New South Wales, April 1983",1050901,110370121,April 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,21 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370121,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,peace movement|demonstrations,
ON 160/Item 0684,0684,ITEM,"Item 0684: Tribune negatives including anti-union rally, 1981",1050902,110370122,1981,1981-01-01 00:00:00,1981-12-31 00:00:00,34 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370122,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,rallies|trade unions,
ON 160/Item 0685,0685,ITEM,"Item 0685: Tribune negatives including Caroline Graham with listening device, May 1983",1050904,110370124,May 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,25 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370124,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,kitchens,
ON 160/Item 0686,0686,ITEM,"Item 0686: Tribune negatives including New South Wales Railway workshop mass meeting, May 1983",1050907,110370126,May 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,8 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370126,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,meetings|railway workers,
ON 160/Item 0687,0687,ITEM,"Item 0687: Tribune negatives including nuclear protest, May 1983",1050909,110370127,May 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,12 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370127,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,demonstrations|demonstrators (political),
ON 160/Item 0687A,0687,ITEM,"Item 0687A: Tribune negatives including racism, welfare protest groups, [ca. 1982-1983?]",1050910,110370128,1982-1983,1982-01-01 00:00:00,1983-12-31 00:00:00,33 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370128,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,racial discrimination|welfare workers|demonstrations,
ON 160/Item 0688,0688,ITEM,"Item 0688: Tribune negatives including May Day march, Sydney, 1983",1050911,110370129,1983,1983-01-01 00:00:00,1983-12-31 00:00:00,24 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370129,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,demonstrations|demonstrators (political)|May Day (Labor holiday)--New South Wales.,
ON 160/Item 0689,0689,ITEM,"Item 0689: Tribune negatives including Dover Heights meeting and Eric Parker farewell, April 1983",1050912,110370130,April 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,17 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370130,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,meetings|farewells,
ON 160/Item 0690,0690,ITEM,"Item 0690: Tribune negatives including Comeng workers meeting, [ca. 1982-1983]",1050913,110370131,1982-1983,1982-01-01 00:00:00,1983-12-31 00:00:00,11 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370131,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,railway workers|meetings,
ON 160/Item 0691,0691,ITEM,"Item 0691: Tribune negatives including Comeng workers protest and people inside Parramatta Trade Union Centre, New South Wales, June 1983",1050914,110370132,June 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370132,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,railway workers|demonstrations|trade unions,
ON 160/Item 0692,0692,ITEM,"Item 0692: Tribune negatives including Eric Aaron's visit to China, 1983",1050922,110370138,1983,1983-01-01 00:00:00,1983-12-31 00:00:00,22 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370138,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,china|Chinese peoples,
ON 160/Item 0693,0693,ITEM,"Item 0693: Tribune negatives including Eric Aaron's visit to China, 1983",1050925,110370141,1983,1983-01-01 00:00:00,1983-12-31 00:00:00,18 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370141,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,china|Chinese peoples,
ON 160/Item 0694,0694,ITEM,"Item 0694: Tribune negatives including job march, Wollongong to Sydney, New South Wales, December 1982",1050940,110370148,December 1982,1982-01-01 00:00:00,1982-12-31 00:00:00,24 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370148,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,demonstrations|employment,
ON 160/Item 0695,0695,ITEM,"Item 0695: Tribune negatives including job march, Wollongong to Sydney, New South Wales, December 1982",1050943,110370150,December 1982,1982-01-01 00:00:00,1982-12-31 00:00:00,41 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370150,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,employment|demonstrations,
ON 160/Item 0696,0696,ITEM,"Item 0696: Tribune negatives including right to work march, Blacktown to Sydney City, New South Wales, June 1983",1050944,110370151,June 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370151,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,demonstrations|employment,
ON 160/Item 0697,0697,ITEM,"Item 0697: Tribune negatives including audience and panel at Australian Labor Party State Conference, New South Wales, June 1983",1050945,110370152,June 1983,1983-01-01 00:00:00,1983-12-31 00:00:00,21 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370152,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,conventions|audiences,
ON 160/Item 0697A,0697,ITEM,"Item 0697A: Tribune negatives including May Day march, Sydney, New South Wales, 1983",1050947,110370153,1983,1983-01-01 00:00:00,1983-12-31 00:00:00,30 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370153,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,demonstrations|May Day (Labor holiday)--New South Wales.,
ON 160/Item 0698,0698,ITEM,"Item 0698: Tribune negatives including Building Workers' Industrial Union march and protest, 1983",1050948,110370154,1983,1983-01-01 00:00:00,1983-12-31 00:00:00,24 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370154,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,construction & demolition workers|demonstrations,
ON 160/Item 0699,0699,ITEM,"Item 0699: Tribune negatives including Comeng building and Neville Wran at Royal Commission, 1983",1050949,110370155,1983,1983-01-01 00:00:00,1983-12-31 00:00:00,22 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370155,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,industrial buildings|politicians,
ON 160/Item 0700,0700,ITEM,"Item 0700: Tribune negatives including Amalgamated Metals, Foundry and Shipwrights Union picket line and General Motors Holden site and workers, 1983",1050952,110370156,1983,1983-01-01 00:00:00,1983-12-31 00:00:00,28 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370156,http://archival.sl.nsw.gov.au/Details/archive/110369622,0,,pickets|workers,
